"Source","Sector","SubSector","1990","1991","1992","1993","1994","1995","1996"
"Ore and Mineral Industries","","","105247.49999999999","101147.23","99255.54","105281.02999999998","111576.65","110149.03","111210.09999999999"
"Ore and Mineral Industries","Aluminium Industry","","1587.5800000000002","1626.05","1569.26","1657.74","1754.8700000000001","1368.43","1507.98"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","861.22","796.8","742.21","824.3","906.38","548.49","683.59"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","696.72","801.06","798.78","802.22","815.54","788.39","786.86"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","29.64","28.19","28.27","31.22","32.95","31.55","37.53"
"Ore and Mineral Industries","Asphalt Paving Industry","","1200.43","1050.82","1174.19","1146.98","1435.67","1507.98","1342.4"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","1200.43","1050.82","1174.19","1146.98","1435.67","1507.98","1342.4"
"Ore and Mineral Industries","Cement and Concrete Industry","","42484.47000000001","37914.2","37194.149999999994","41922.95","46670.880000000005","48329.619999999995","47211.369999999995"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","39750.48","34981.64","34300.92","38920.1","43619.36","44790.7","43719.28"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","282.91","258.95","255.74","232.05","210.11","300.64","289.46"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","165.43","181.26","181.53","191.59","207.66","202.12","211.25"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","2285.65","2492.35","2455.96","2579.21","2633.75","3036.16","2991.38"
"Ore and Mineral Industries","Foundries","","716.86","706.31","726.04","778.8399999999999","864.3100000000001","887.98","859.7299999999999"
"Ore and Mineral Industries","Foundries","Die Casting","29.64","28.27","28.34","33.92","27.44","32.51","35.52"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","515.7","512.56","531.41","558.42","639.15","626.49","590.3"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","171.52","165.48","166.29","186.5","197.72","228.98","233.91"
"Ore and Mineral Industries","Iron and Steel Industry","","19456.6","19861.48","19267.530000000002","19993.559999999998","20349.890000000003","18233.609999999997","18977.38"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","16997.46","17392.43","16613.74","17035.5","16981.65","14973.94","15451.74"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","2442.99","2454.54","2639.56","2942.64","3346.79","3242.16","3509.64"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","16.15","14.51","14.23","15.42","21.45","17.51","16"
"Ore and Mineral Industries","Iron Ore Pelletizing","","5164.21","4229.44","4429.48","4819.63","5209.78","5403.42","5339.78"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","5164.21","4229.44","4429.48","4819.63","5209.78","5403.42","5339.78"
"Ore and Mineral Industries","Mineral Products Industry","","1452.01","1048.53","936.93","912.13","903.7","921.98","865.93"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","217.29","225.89","190.07","186.77","194.44","201.57","200.56"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","132.43","128.75","92.45","89.62","89.15","101.78","100.32"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","1102.29","693.89","654.41","635.74","620.11","618.63","565.05"
"Ore and Mineral Industries","Mining and Rock Quarrying","","28950.63","27738.47","28309.760000000002","28955.64","30389.490000000005","30124.490000000005","31358.09"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","3356.48","2981.78","2599.34","3403.49","3638.66","3615.19","3304.06"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","5235.48","5307.96","5196.25","5151.97","4955.59","4921.22","4995.08"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","403.82","422.34","407.72","420.95","439.42","454.44","455.7"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","12415.11","11536.52","12902.32","12674.04","13982.66","13732.35","15049.98"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","2166.68","2162.04","2157.4","2152.76","2148.13","2143.49","1985.93"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","561.63","517.91","516.08","599.03","605.97","626.15","660.65"
"Ore and Mineral Industries","Mining and Rock Quarrying","Silica Production","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","4811.43","4809.92","4530.65","4553.4","4619.06","4631.65","4906.69"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","4234.71","6971.93","5648.200000000001","5093.56","3998.0600000000004","3371.52","3747.44"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","3958.69","6695.72","5402.1","4830.98","3712.42","3109.72","3480.33"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","38.5","26.09","27.88","31.81","36.65","45.76","40.51"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","237.52","250.12","218.22","230.77","248.99","216.04","226.6"
"Oil and Gas Industry","","","343606.79000000004","337123.33","353109.87000000005","378521.19000000006","410438.24000000005","426424.12999999995","438319.5"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","35064.369999999995","33661.62","30961.89","32210.86","33039.98","30290.81","28782.96"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","31964.41","31365.82","28688.78","29747.75","30549.24","27519.85","25927.53"
