"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLICBUS","194913","5433.101","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","195013","5781.23","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","195113","6202.033","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","195213","5516.614","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","195313","5931.042","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","195413","4729.559","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","195513","5619.559","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","195613","5666.866","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","195713","5535.641","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","195813","4532.752","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","195913","4412.743","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","196013","4543.268","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","196113","4345.141","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","196213","4384.545","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","196313","4589.849","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","196413","4914.603","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","196513","5126.507","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","196613","5214.973","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","196713","4933.631","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","196813","4854.763","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","196913","4712.038","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197013","4656.202","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197113","3943.9","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197213","3993.412","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197301","363.058","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197302","334.333","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197303","343.602","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197304","337.989","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197305","343.906","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197306","326.281","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197307","320.485","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197308","316.111","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197309","306.751","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197310","337.364","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197311","346.548","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197312","380.304","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197313","4056.731","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197401","358.86","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197402","336.458","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197403","340.521","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197404","336.53","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197405","327.743","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197406","312.325","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197407","310.152","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197408","319.364","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197409","311.298","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197410","331.561","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197411","295.468","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197412","289.914","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197413","3870.195","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197501","326.611","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197502","327.017","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197503","348.71","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197504","327.989","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197505","309.447","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197506","287.836","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197507","273.671","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197508","277.455","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197509","279.123","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197510","290.333","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197511","301.033","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197512","317.657","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197513","3666.883","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197601","305.27","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197602","289.658","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197603","308.337","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197604","307.348","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197605","315.27","1","Coal Consumed by the Industrial Sector","Trillion Btu"
"CLICBUS","197606","299.578","1","Coal Consumed by the Industrial Sector","Trillion Btu"
