"Source","Sector","SubSector","1990","1991","1992","1993","1994","1995","1996"
"Ore and Mineral Industries","","","389775.6599999999","453478.62000000017","482779.5300000001","478152.4200000001","461879.36999999994","457736.18000000005","447196.2199999999"
"Ore and Mineral Industries","Aluminium Industry","","240235.15","303749.49","339884.69","329101.14","318322.14","298043.54000000004","283779.19000000006"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","115.42","138.47","131.32","161.82","192.32","96.18","124.57"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","240106.43","303598.13","339740.88","328923.88","318115.42","297930.33","283635.03"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","13.3","12.89","12.49","15.44","14.4","17.03","19.59"
"Ore and Mineral Industries","Asphalt Paving Industry","","4227.18","3788.02","3847.53","3527.32","4072.44","3953.9","3837.88"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","4227.18","3788.02","3847.53","3527.32","4072.44","3953.9","3837.88"
"Ore and Mineral Industries","Cement and Concrete Industry","","15343.039999999999","14836.57","14822.8","17051.899999999998","19777.43","16950.719999999998","17608.870000000003"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","10486.81","9930.74","9903.05","10219.38","11003.92","11806.55","12646.02"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","181.4","164.27","163.47","142.39","125.91","138.89","133.26"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","27.67","31.44","32.39","35.15","43.88","36.98","39.24"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","4647.16","4710.12","4723.89","6654.98","8603.72","4968.3","4790.35"
"Ore and Mineral Industries","Foundries","","49781.770000000004","42725.840000000004","42253","37856.09","34591.17","45719.67999999999","47171.83"
"Ore and Mineral Industries","Foundries","Die Casting","274.16","262.15","295.11","341.31","378.64","460.56","402.29"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","49461.13","42416.9","41898.08","37442.28","34138.75","45177.45","46685.73"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","46.48","46.79","59.81","72.5","73.78","81.67","83.81"
"Ore and Mineral Industries","Iron and Steel Industry","","43669.64","42470.54","44766.62","45458.41","46711.280000000006","49941.55","50954.36"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","32068.88","30804.84","32532.58","33544.65","34962.12","37561.18","38598.68"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","11448.88","11531.96","12106.9","11780.22","11600","12222.9","12199.65"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","151.88","133.74","127.14","133.54","149.16","157.47","156.03"
"Ore and Mineral Industries","Iron Ore Pelletizing","","813.31","845.92","824.66","926.65","1028.63","1116.66","1377.38"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","813.31","845.92","824.66","926.65","1028.63","1116.66","1377.38"
"Ore and Mineral Industries","Mineral Products Industry","","4759.38","4140.33","3666.8199999999997","3876.69","4150.610000000001","4210.29","4049.8599999999997"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","685.99","715.71","594.69","573.53","604.96","618.37","608.91"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","267.59","267.89","172.57","162.87","163.98","218.01","212.04"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","3805.8","3156.73","2899.56","3140.29","3381.67","3373.91","3228.91"
"Ore and Mineral Industries","Mining and Rock Quarrying","","30665.439999999995","40654.86","32444.739999999998","40077.86","32945.03","37508.85","38132.54"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","230.6","201.71","172.5","182.09","172.96","155.84","160.75"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","16958.01","27179.95","18891.67","26515.68","19042.07","23468.5","23869.85"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","245.3","251.31","241.27","250.37","263.07","273.4","280.48"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","9341.67","9141.29","9427.7","9374.54","9671.22","9804.96","9937.94"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","1732.65","1745.21","1757.76","1770.31","1782.86","1795.42","1807.66"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","410.67","396.84","396.08","412.91","418.18","420.41","430.36"
"Ore and Mineral Industries","Mining and Rock Quarrying","Silica Production","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","1746.54","1738.55","1557.76","1571.96","1594.67","1590.32","1645.5"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","280.75","267.05","268.67","276.36","280.64","290.99","284.31"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","181.55","186.21","190.24","190.53","192.81","191.96","186.11"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","21.62","21.26","25.72","29.4","29.32","34.65","30.99"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","77.58","59.58","52.71","56.43","58.51","64.38","67.21"
"Oil and Gas Industry","","","334052.55999999994","323855.24","338815.41000000003","361147.3","398348.94","405798.84","418052.83999999997"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","29114.780000000002","28071.71","26260.15","24415.079999999998","24443.510000000002","23745.23","22403.9"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","19898.96","19029.17","17209.8","15277.46","15297.59","22826.9","21485.47"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","308.81","158.7","148.49","222.29","210.74","183.95","179.21"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Product Pipelines","8205","8205","8205","8205","8205","53.76","41.97"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","373.18","370.52","389.31","405.3","416.66","424.95","437.08"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","328.83","308.32","307.55","305.03","313.52","255.67","260.17"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","304937.77999999997","295783.52999999997","312555.26","336732.22","373905.43","382053.61000000004","395648.94"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Accidents and Equipment Failures","0","0","0","0","0","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","79.33","91.53","95.35","84.16","78.96","79.47","75.66"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","16252.11","16642.43","18030.96","19415.2","20537.85","21383.79","21925.98"
