"Source","Sector","SubSector","1997","1998","1999","2000","2001","2002","2003"
"Ore and Mineral Industries","","","413712.43","397913.59000000026","374013.55","396080.99999999994","421864.13","491043.49","521042.32999999996"
"Ore and Mineral Industries","Aluminium Industry","","245313.46","241964.37000000002","239033.84999999998","246456.78000000003","272411.16","333103.44","358841.74"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","152.96","225.79","298.62","253.1","270.55","288","226"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","245138.61","241712.85","238708.49","246176.17","272113.1","332792.53","358592.91"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","21.89","25.73","26.74","27.51","27.51","22.91","22.83"
"Ore and Mineral Industries","Asphalt Paving Industry","","4565.46","4865.95","4949.08","4192.82","4318.48","4387.26","4265.52"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","4565.46","4865.95","4949.08","4192.82","4318.48","4387.26","4265.52"
"Ore and Mineral Industries","Cement and Concrete Industry","","18969.54","19964.8","20844.38","22483.300000000003","22793.11","20968.04","24465.470000000005"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","13617.02","14202.39","15149.61","16901.91","18280.82","19433.74","20962.31"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","200.63","213.35","192.37","201.33","50.4","72.71","76.22"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","42.42","56.59","75.17","76.8","133.64","203.77","187.06"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","5109.47","5492.47","5427.23","5303.26","4328.25","1257.82","3239.88"
"Ore and Mineral Industries","Foundries","","48656.380000000005","41296.44","33645.8","46980.42","46424.37","47662.69","48400.31"
"Ore and Mineral Industries","Foundries","Die Casting","416.57","516.4","549.19","510.28","508.4","506.53","477.03"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","48150.9","40685.65","33000.96","46375.55","45879.29","47131.68","47880.79"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","88.91","94.39","95.65","94.59","36.68","24.48","42.49"
"Ore and Mineral Industries","Iron and Steel Industry","","50972.91","49142","48110.58","48029.229999999996","49732.57","48020.86","45932.2"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","38823.04","37302.65","36744.2","36803.84","39055.01","37894.67","36103.5"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","11984.4","11667.71","11192.37","11054.2","10589.06","10120.27","9803.13"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","165.47","171.64","174.01","171.19","88.5","5.92","25.57"
"Ore and Mineral Industries","Iron Ore Pelletizing","","1638.09","5087.04","8535.98","9568.47","8084.68","6333.57","10392.96"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","1638.09","5087.04","8535.98","9568.47","8084.68","6333.57","10392.96"
"Ore and Mineral Industries","Mineral Products Industry","","4240.969999999999","4232.17","4200.27","4250.25","4091.81","4062.24","4316.91"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","627.41","641.32","644.25","645.85","605.75","565.65","500.47"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","219.67","224.96","229.27","241.17","237.14","346.78","359.61"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","3393.89","3365.89","3326.75","3363.23","3248.92","3149.81","3456.83"
"Ore and Mineral Industries","Mining and Rock Quarrying","","39076.92","31044.039999999997","14321.04","13747.169999999998","11859.599999999999","7032.71","10311.51"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","164.25","157.59","157.42","158.41","164.21","114.1","114.49"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","24616.21","16307.01","488.94","37.58","46.35","697.53","86.57"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","301.39","307.19","307.19","307.19","352.65","305.84","114.55"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","9895.48","10180.59","9247.75","9104.82","7464.82","2079.47","7109.98"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","1819.9","1832.14","1844.38","1856.62","1868.47","1869.72","1453.75"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","465.31","457.46","459.45","469.26","345.47","248.12","285.99"
"Ore and Mineral Industries","Mining and Rock Quarrying","Silica Production","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","1814.38","1802.06","1815.91","1813.29","1617.63","1717.93","1146.18"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","278.7","316.78","372.56999999999994","372.56","2148.3500000000004","19472.679999999997","14115.71"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","177.15","210.53","242.92","248.32","2032.46","19364.92","13987.21"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","31.94","35.34","37.24","34.88","34.88","35.1","43.33"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","69.61","70.91","92.41","89.36","81.01","72.66","85.17"
"Oil and Gas Industry","","","467268.88","485345.8399999999","497648.91000000003","442546.77","466695.41000000003","500233.76000000007","529383.17"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","24682.5","23565.680000000004","22161.710000000003","23231.140000000003","30103.83","33317.54","23154.219999999998"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","23929.78","22800.02","21407.04","22484.57","28101.02","30780.59","20832.6"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","179.2","176.79","142.33","142.27","213.81","291.61","252.85"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Product Pipelines","10.63","0","0","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","301.29","327.24","350.51","341.74","1530.02","1989.48","1812.49"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","261.6","261.63","261.83","262.56","258.98","255.86","256.28"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","442586.38","461780.16","475487.2","419315.63","436591.58","466916.22000000003","506228.94999999995"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Accidents and Equipment Failures","0","0","0","0","0","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","69.62","66.85","58.47","68.38","56.56","43.71","47.99"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","24397.67","24744.73","25545.26","22006.62","20030.76","17933.71","18557.71"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Light/Medium Crude Oil Production","51370.82","58989.14","55857","49090.09","49393.68","54293.14","53090.64"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Production and Processing","317005.85","327989.54","342922.62","295505.64","314995.87","335350.81","388564.52"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Transmission and Storage","13197.99","13167.6","13408.97","13185.73","12069.81","11692.93","11242.34"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands In-Situ Extraction","2707.84","2803.39","2884.32","3021.25","3140.06","4734.84","4650.31"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands Mining, Extraction and Upgrading","30799.27","31739.75","32417.95","33254.53","33971.19","40785.88","27966.8"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Storage","0","0","0","0","0","1.89","1.1"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Transportation","24.03","23.16","20.28","23.71","17.21","10.38","9.66"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Well Drilling/Servicing/Testing","3013.29","2256","2372.33","3159.68","2916.44","2068.93","2097.88"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Flaring","0","0","0","0","0","0","0"
