"Source","Sector","SubSector","2000","2001","2002","2003","2004","2005","2006"
"Ore and Mineral Industries","","","914450.9543199999","911744.0121580001","903843.860167","812181.52558","874383.4530260001","857225.411267","826685.8964870002"
"Ore and Mineral Industries","Aluminium Industry","","48006.157175","56214.902522000004","59005.240331","56780.412374","58518.895572","63005.13650000001","63796.087"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","2441.1769","2720.08845","2999","4174","4332","5322.37","3144"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","45555.806275","53485.640072","55997.066331","52597.794374","54186.525572","57682.3965","60652.087"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","9.174","9.174","9.174","8.618","0.37","0.37","0"
"Ore and Mineral Industries","Asphalt Paving Industry","","645.532964","750.392537","668.859966","683.387984","720.319073","718.820424","699.035938"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","645.532964","750.392537","668.859966","683.387984","720.319073","718.820424","699.035938"
"Ore and Mineral Industries","Cement and Concrete Industry","","44508.494638","43673.469008","41602.926999","46549.965640999995","52056.917427","54185.118537999995","41026.301999999996"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","41356.4741","40824.769593","40677.920002","43827.988134","49829.898727","52048.352","34044.153"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","116.57218","15.34438","23.897773","26.391005","25.372958","21.522","0.019"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","180.44987","188.912197","238.209024","263.954064","288.606204","201.078","117.407"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","2854.998488","2644.442838","662.9002","2431.632438","1913.039538","1914.166538","6864.723"
"Ore and Mineral Industries","Foundries","","910.062885","821.1270569999999","742.6049059999999","776.2503429999999","725.589557","718.838034","1.577387"
"Ore and Mineral Industries","Foundries","Die Casting","1.073694","0.777528","0.487362","0.8408","0.011","0.103","0.09"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","842.613644","763.923726","685.829029","719.168616","670.48973","663.646207","1.485387"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","66.375547","56.425803","56.288515","56.240927","55.088827","55.088827","0.002"
"Ore and Mineral Industries","Iron and Steel Industry","","28917.441519999997","29044.122495999996","28424.578652","28832.710966000002","29602.635235","30468.281096000002","28499.89444"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","27036.894125","27438.125888","27576.269651","27954.579114","28685.344514","29342.976514","27855.42244"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","1880.083915","1593.805265","824.372412","852.901944","892.170568","1099.9346","620.576"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","0.46348","12.191343","23.936589","25.229908","25.120153","25.369982","23.896"
"Ore and Mineral Industries","Iron Ore Pelletizing","","15836.975","13765.7573","11211.39","15370.433","14319.14","17664.559","20569.99"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","15836.975","13765.7573","11211.39","15370.433","14319.14","17664.559","20569.99"
"Ore and Mineral Industries","Mineral Products Industry","","937.1321579999999","1104.2462500000001","2008.9763189999999","1770.151583","1973.2091959999998","1823.724732","1165.484"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","398.362189","384.406094","370.45","321.91","366.849","350.129","200.851"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","349.004506","346.621307","662.950571","693.829667","675.201564","741.127086","457.543"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","189.765463","373.218849","975.575748","754.411916","931.158632","732.468646","507.09"
"Ore and Mineral Industries","Mining and Rock Quarrying","","14851.552257","13514.194968","11340.441894000001","13564.080589","11228.971366000002","11980.521543","10040.092722"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","3753.172825","3949.342958","2039.055067","2025.95132","2065.967682","2129.608061","665.154"
