"Source","Sector","SubSector","2016","2017","2018","2019","2020","2021","2022"
"Ore and Mineral Industries","","","NaN","NaN","258176.60999999996","NaN","NaN","NaN","NaN"
"Ore and Mineral Industries","Aluminium Industry","","63839.049999999996","65774.46","61371.47","56627.12","61948.5","58712.74","NaN"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","3.49","2.64","2.23","1.89","1.89","1.57","0"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","63835.56","65771.82","61369.24","56625.23","61946.61","58711.17","53335.12"
"Ore and Mineral Industries","Asphalt Paving Industry","","377","626.58","637.7","569.75","529.02","577.85","517.08"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","377","626.58","637.7","569.75","529.02","577.85","517.08"
"Ore and Mineral Industries","Cement and Concrete Industry","","23904.54","22842.989999999998","24934.97","23415.2","19908.149999999998","18936.829999999998","20374.089999999997"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","21422.57","20083.43","22241","21046.24","18223.35","17549.42","18257.55"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","0.06","0.06","0.06","0.02","0.07","0.02","0"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","1.87","2.42","3.02","0.19","0.3","0.26","0.3"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","2480.04","2757.08","2690.89","2368.75","1684.43","1387.13","2116.24"
"Ore and Mineral Industries","Foundries","","23.45","22.21","23.13","22.46","21.03","2.19","2.08"
"Ore and Mineral Industries","Foundries","Die Casting","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","23.45","22.21","23.13","22.46","21.03","2.19","2.08"
"Ore and Mineral Industries","Iron and Steel Industry","","NaN","NaN","19623.760000000002","19812.33","15301.249999999998","14451.580000000002","16233.740000000002"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","14050.37","14194.19","15776.15","15603.02","11715.89","10550.43","11372.11"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","3789.84","4344.64","3847.28","4208.73","3584.72","3899.03","4861.45"
