"Source","Sector","SubSector","1995","1996","1997","1998","1999","2000","2001"
"Ore and Mineral Industries","","","1108339.94","1091312.24","1034118.3999999999","1021666.1300000001","927747.9299999999","916785.21","914194.67"
"Ore and Mineral Industries","Aluminium Industry","","44962.8","49772.12","52017.71","51043.72","48850.700000000004","48014.299999999996","56223.03999999999"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","1131.12","1787.76","2444.4","2366.69","2288.98","2441.18","2720.09"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","43815.64","47966.37","49555.96","48658.69","46544.41","45555.81","53485.64"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","16.04","17.99","17.35","18.34","17.31","17.31","17.31"
"Ore and Mineral Industries","Asphalt Paving Industry","","1062.69","972.12","964.06","920.39","831.15","645.53","750.39"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","1062.69","972.12","964.06","920.39","831.15","645.53","750.39"
"Ore and Mineral Industries","Cement and Concrete Industry","","38545.79","36077.01","37798.13999999999","39253.28","38999","44508.49","43673.46"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","35822.39","33094.15","34399.81","35933.68","35928.91","41356.47","40824.77"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","69.39","65.96","88.82","114.95","108.2","116.57","15.34"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","148.98","158.98","168.7","169.9","171.13","180.45","188.91"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","2505.03","2757.92","3140.81","3034.75","2790.76","2855","2644.44"
"Ore and Mineral Industries","Foundries","","2103.54","1849.8700000000001","1872.56","2085.26","2143.94","1894.65","1913.7100000000003"
"Ore and Mineral Industries","Foundries","Die Casting","900.68","758.27","771.24","965.14","1020.06","934.86","934.57"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","945.46","877.2","922.7","958.34","992.82","870.21","897.71"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","257.4","214.4","178.62","161.78","131.06","89.58","81.43"
"Ore and Mineral Industries","Iron and Steel Industry","","39333.64","39158.17","41684.18","33187.100000000006","34491.22","30096.640000000003","30254.64"
