"Source","Sector","SubSector","2009","2010","2011","2012","2013","2014","2015"
"Ore and Mineral Industries","","","30426.779999999995","34002.549999999996","32948.08999999999","35230.860000000015","31910.800000000003","31583.710000000003","30238.55999999999"
"Ore and Mineral Industries","Aluminium Industry","","4796.72","4628.740000000001","4500.33","4504.17","4167.56","3731.46","3329.86"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","43","24","24","24.6","49.6","46.49","44.8"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","4661.93","4515.85","4393.66","4433.04","4075.45","3636.19","3234.42"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","91.79","88.89","82.67","46.53","42.51","48.78","50.64"
"Ore and Mineral Industries","Asphalt Paving Industry","","869.19","1020.34","1063.13","770.85","757.13","852.1","709.25"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","869.19","1020.34","1063.13","770.85","757.13","852.1","709.25"
"Ore and Mineral Industries","Cement and Concrete Industry","","7305.66","8427.949999999999","8280.74","8451.55","7997.400000000001","7893.089999999999","7913.79"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","797.55","884.49","805.89","867.15","843.85","722.37","951.9"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","5928.95","6941.8","6799.68","6969.92","6612.29","6578.45","6420.41"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","151.94","122.45","107.4","79.52","69.45","78.73","71.43"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","427.22","479.21","567.77","534.96","471.81","513.54","470.05"
"Ore and Mineral Industries","Foundries","","4246.34","4224.42","4192.36","4258.82","4177.49","4398.49","4154.92"
"Ore and Mineral Industries","Foundries","Die Casting","34.84","33.86","26.65","13.15","13.08","12.17","9.57"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","4115.2","4105.56","4136.56","4217.05","4152.84","4371.28","4128.96"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","96.3","85","29.15","28.62","11.57","15.04","16.39"
"Ore and Mineral Industries","Iron and Steel Industry","","1654.6899999999998","2083.19","2121.07","2677.7000000000003","2164.8","2538.31","2376.29"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","1147.82","1430.62","1502.28","1734.97","1377.07","1590.38","1573.46"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","503.77","647.36","614.37","930.12","782.97","943.12","799.6"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","3.1","5.21","4.42","12.61","4.76","4.81","3.23"
"Ore and Mineral Industries","Iron Ore Pelletizing","","1057.03","987.44","774.23","835.65","739.82","769.52","828.67"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","1057.03","987.44","774.23","835.65","739.82","769.52","828.67"
"Ore and Mineral Industries","Mineral Products Industry","","727.72","334.02","604.9499999999999","576.5600000000001","658.79","365.49","324.9"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","16.65","29.8","22.57","34.85","25.97","23.42","32.69"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","16.34","12.28","13.22","8.74","6.65","7.47","6.28"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","694.73","291.94","569.16","532.97","626.17","334.6","285.93"
"Ore and Mineral Industries","Mining and Rock Quarrying","","8528.97","10849.08","9575.17","11223.72","9501.050000000001","9137.159999999998","8504.15"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","650.16","1677.66","2126","3763.36","1367.57","1095.33","1014.71"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","228.05","347.64","324.39","313.24","331.7","181.91","117.61"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","57.08","75.36","77.03","63.71","58.15","80.27","75.78"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","4555.24","4746.56","3088.87","3276.87","3723.19","3713.14","3491.15"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","765.77","1609.32","1561.76","1347.81","1597.16","1819.58","1529.03"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","1773.58","1910.72","1914.7","1961.42","1944.03","1853.48","1930.32"
"Ore and Mineral Industries","Mining and Rock Quarrying","Silica Production","5.96","7.4","8.1","7.58","11.66","10.06","10.27"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","493.13","474.42","474.32","489.73","467.59","383.39","335.28"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","1240.4599999999998","1447.37","1836.1100000000001","1931.8400000000001","1746.76","1898.09","2096.73"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","1230.58","1435.32","1824.17","1925.01","1740.13","1891.04","2094.28"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","9.84","11.99","11.77","6.68","6.56","6.96","2.31"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","0.04","0.06","0.17","0.15","0.07","0.09","0.14"
"Oil and Gas Industry","","","NaN","NaN","NaN","NaN","NaN","NaN","11330.009999999998"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","NaN","NaN","NaN","NaN","NaN","NaN","1411.32"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","2188.71","1942.71","1927.35","1757.64","1725.98","1567.54","1408.57"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","1.46","1.4","1.52","0.03","1.93","14.45","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","1.13","1.09","1.22","1.74","2.14","1.94","1.83"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","0","0","0","0","0","0","0.92"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","6833.08","6957.7300000000005","7412.0199999999995","8069.639999999999","8787.980000000001","10760.47","9918.69"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","16.16","17.3","20.67","23.62","22.88","25.97","21.69"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","280.93","389.46","375.12","477.88","352.21","440.19","503.65"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Light/Medium Crude Oil Production","2064.48","2211.54","2549.06","3091.95","3398.56","3839.76","3444.73"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Production and Processing","2013.14","1965.26","2051.05","2087.7","2209.04","2458.7","2376.67"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Transmission and Storage","131.82","100.68","93.92","89.7","95.5","88.36","87.13"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands In-Situ Extraction","299.67","321.08","432.06","414.34","498.17","435.83","447.92"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands Mining, Extraction and Upgrading","1681.51","1645.99","1573.33","1605.34","1918.45","3064.99","2769.56"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Storage","17.47","11.85","4.44","9.09","12.5","10.98","13.05"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Transportation","11.87","11.78","11.84","12.44","12.29","12.37","12.5"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Well Drilling/Servicing/Testing","316.03","282.79","300.53","257.58","268.38","383.32","241.79"
"Electric Power Generation (Utilities)","","","6091.4800000000005","5729.39","4337.089999999999","3234.4399999999996","3240.6300000000006","3585.15","3451.4100000000003"
"Electric Power Generation (Utilities)","Coal","","3720.69","3242.63","2469.18","2270.58","2242.4","2509.64","2361.12"
"Electric Power Generation (Utilities)","Coal","Coal","3720.69","3242.63","2469.18","2270.58","2242.4","2509.64","2361.12"
"Electric Power Generation (Utilities)","Diesel","","409.52","397.88","184.97","179.49","179.13","196.99","213.53"
"Electric Power Generation (Utilities)","Diesel","Diesel","409.52","397.88","184.97","179.49","179.13","196.99","213.53"
"Electric Power Generation (Utilities)","Natural Gas","","1422.95","1757.56","1269.06","465.7","497.05","423.28","420.4"
"Electric Power Generation (Utilities)","Natural Gas","Natural Gas","1422.95","1757.56","1269.06","465.7","497.05","423.28","420.4"
"Electric Power Generation (Utilities)","Landfill Gas","","15.35","19.26","17.44","17.85","15.75","17.76","16.8"
"Electric Power Generation (Utilities)","Landfill Gas","Landfill Gas","15.35","19.26","17.44","17.85","15.75","17.76","16.8"
"Electric Power Generation (Utilities)","Other (Electric Power Generation)","","522.97","312.06","396.44","300.82","306.3","437.48","439.56"
"Electric Power Generation (Utilities)","Other (Electric Power Generation)","Other (Electric Power Generation)","522.97","312.06","396.44","300.82","306.3","437.48","439.56"
"Electric Power Generation (Utilities)","Hydroelectricity","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Nuclear","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Solid Biomass","","0","0","0","0","0","0","0"
"Manufacturing","","","19794.239999999998","19449.480000000003","20039.399999999998","19248.090000000004","19495.579999999998","18615.37","18588.5"
"Manufacturing","Abrasives Manufacturing","","5.91","5.04","5.42","7.83","8.11","8.41","14.97"
"Manufacturing","Abrasives Manufacturing","Abrasives Manufacturing","5.91","5.04","5.42","7.83","8.11","8.41","14.97"
"Manufacturing","Bakeries","","1.5","2.65","2.03","1.21","1.15","1.12","7.25"
"Manufacturing","Bakeries","Bakeries","1.5","2.65","2.03","1.21","1.15","1.12","7.25"
"Manufacturing","Biofuel Production","","19.2","6.31","4.17","69.35","11.69","5.32","4.59"
"Manufacturing","Biofuel Production","Biofuel Production","19.2","6.31","4.17","69.35","11.69","5.32","4.59"
"Manufacturing","Chemicals Industry","","1609.1799999999998","1313.71","1430.01","1485.1000000000001","1583.1","1434.36","1295.83"
"Manufacturing","Chemicals Industry","Chemical Manufacturing","828.85","675.74","792.41","846.37","888.09","874.79","886.97"
"Manufacturing","Chemicals Industry","Cleaning Compound Manufacturing","15.44","17.36","10.93","15.99","13.16","13.31","8.45"
"Manufacturing","Chemicals Industry","Fertilizer Production","448.73","266.84","363.16","398.79","299.04","265.94","235.53"
"Manufacturing","Chemicals Industry","Paint and Varnish Manufacturing","14.05","15.31","12.27","9.38","9.17","8.52","5.74"
"Manufacturing","Chemicals Industry","Petrochemical Industry","196.68","219.94","153.43","113.34","123.87","113.95","99.51"
"Manufacturing","Chemicals Industry","Plastics and Synthetic Resins Fabrication","86.08","98.17","80.75","85.25","238.96","148.78","51.27"
"Manufacturing","Chemicals Industry","Other (Chemical Industry)","19.35","20.35","17.06","15.98","10.81","9.07","8.36"
"Manufacturing","Electronics","","0.46","0.47","0.91","0.43","0.41","1","0.91"
"Manufacturing","Electronics","Electronics","0.46","0.47","0.91","0.43","0.41","1","0.91"
"Manufacturing","Food Preparation","","807.08","827.75","782.27","737.7","821.1","745.73","739.21"
"Manufacturing","Food Preparation","Food Preparation","807.08","827.75","782.27","737.7","821.1","745.73","739.21"
"Manufacturing","Glass Manufacturing","","247.28","222.07","225.13","137.26","139.5","150.13","150.87"
"Manufacturing","Glass Manufacturing","Glass Manufacturing","247.28","222.07","225.13","137.26","139.5","150.13","150.87"
"Manufacturing","Grain Industry","","2431.08","2458.8599999999997","2497.06","2621.08","2390.1099999999997","2783.64","3338.61"
"Manufacturing","Grain Industry","Grain Processing","2241.07","2279.87","2351.46","2467.38","2321.16","2698.98","3264.38"
"Manufacturing","Grain Industry","Warehousing and Storage","190.01","178.99","145.6","153.7","68.95","84.66","74.23"
"Manufacturing","Metal Fabrication","","185.24","215.65","340.27","326.52","318.94","259.09","269.29"
"Manufacturing","Metal Fabrication","Metal Fabrication","185.24","215.65","340.27","326.52","318.94","259.09","269.29"
"Manufacturing","Plastics Manufacturing","","54.54","104","121.31","113.25","78.46","69.36","52.83"
"Manufacturing","Plastics Manufacturing","Plastics Manufacturing","54.54","104","121.31","113.25","78.46","69.36","52.83"
"Manufacturing","Pulp and Paper Industry","","9065.15","8254.35","9207.15","8359.310000000001","8933.24","8364.62","7586.21"
"Manufacturing","Pulp and Paper Industry","Converted Paper Product Manufacturing","55.66","67.37","44.52","61.11","43.59","44.37","40.21"
"Manufacturing","Pulp and Paper Industry","Pulp and Paper Product Manufacturing","9009.49","8186.98","9162.63","8298.2","8889.65","8320.25","7546"
"Manufacturing","Textiles","","4.13","3.24","3.4","2.67","2.75","2.51","1.2"
"Manufacturing","Textiles","Textiles","4.13","3.24","3.4","2.67","2.75","2.51","1.2"
"Manufacturing","Vehicle Manufacturing (Engines, Parts, Assembly, Painting)","","280.55","295.89","328.51","236.27","234.02","214.21","218.28"
"Manufacturing","Vehicle Manufacturing (Engines, Parts, Assembly, Painting)","Vehicle Manufacturing (Engines, Parts, Assembly, Painting)","280.55","295.89","328.51","236.27","234.02","214.21","218.28"
"Manufacturing","Wood Products","","4849.94","5518.16","4845.38","4937.639999999999","4750.79","4353.05","4722.0199999999995"
"Manufacturing","Wood Products","Panel Board Mills","1777.41","2484.3","2143.19","2176.16","2258.64","2028.74","2394.47"
