"Source","Sector","SubSector","1990","1991","1992","1993","1994","1995","1996"
"Ore and Mineral Industries","","","21044.390000000003","19649.580000000005","19902.829999999994","21705.609999999993","22723.1","21424.74","21910.090000000004"
"Ore and Mineral Industries","Aluminium Industry","","705.52","664.5600000000001","980.37","1051.59","1123.51","967.1","1025.3999999999999"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","7.85","9.83","9.22","11.78","14.34","7.14","8.33"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","697.41","654.53","970.92","1039.6","1108.93","959.74","1016.8"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","0.26","0.2","0.23","0.21","0.24","0.22","0.27"
"Ore and Mineral Industries","Asphalt Paving Industry","","6628.02","5992.61","6103.98","5816.35","6188.75","6093.86","6135.42"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","6628.02","5992.61","6103.98","5816.35","6188.75","6093.86","6135.42"
"Ore and Mineral Industries","Cement and Concrete Industry","","584.7","583.13","584.3000000000001","645.55","692.16","736.5199999999999","744.26"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","371.35","376.46","397.56","470.54","530.24","576.42","602.85"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","59.83","59.77","58.78","59.56","59.18","61.78","61.88"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","72.56","62.57","51.59","41.05","30.57","20.55","28.52"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","80.96","84.33","76.37","74.4","72.17","77.77","51.01"
"Ore and Mineral Industries","Foundries","","1949.35","1944.4","1866.05","2829","2974.8500000000004","2168.29","2348.59"
"Ore and Mineral Industries","Foundries","Die Casting","79.45","77.9","81.54","113.54","118.57","132.53","129.77"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","1646.51","1624.36","1616.06","2462.29","2572.36","1615.85","1796.66"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","223.39","242.14","168.45","253.17","283.92","419.91","422.16"
"Ore and Mineral Industries","Iron and Steel Industry","","6664.4","6279.469999999999","6501.61","6470.400000000001","6672.58","6382.42","6158.12"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","4962.36","4782.83","4669","4545.08","4418.41","4296.42","4029.84"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","1641.02","1444.53","1785.54","1876.51","2177.12","2032.63","2080.13"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","61.02","52.11","47.07","48.81","77.05","53.37","48.15"
"Ore and Mineral Industries","Iron Ore Pelletizing","","21.01","33.98","47.06","61.37","75.68","87.7","713.7"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","21.01","33.98","47.06","61.37","75.68","87.7","713.7"
"Ore and Mineral Industries","Mineral Products Industry","","612.78","525.88","526.14","909.0699999999999","1115.9099999999999","969.86","710.0799999999999"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","22.99","23.59","21.21","20.55","21.3","21.3","20.97"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","6.49","6.45","4.36","4.26","6.32","8.18","5.93"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","583.3","495.84","500.57","884.26","1088.29","940.38","683.18"
"Ore and Mineral Industries","Mining and Rock Quarrying","","3546.1199999999994","3577.69","3252.62","3883.8199999999997","3846.62","3949.5399999999995","4040.61"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","1590.12","1376.91","1184.25","1571.73","1675.47","1656.39","1637.61"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","553.91","849.36","619.51","864.72","628.78","762.73","772.8"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","1","1.2","0.95","0.96","0.98","0.99","0.82"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","500.41","440.61","528.87","511.63","595.56","577.95","651.1"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","550.07","559.61","569.14","578.67","588.21","597.74","607.26"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","20.43","20.09","20.05","25.99","27.37","24.53","27.5"
"Ore and Mineral Industries","Mining and Rock Quarrying","Silica Production","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","330.18","329.91","329.85","330.12","330.25","329.21","343.52"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","332.49","47.86000000000001","40.699999999999996","38.46","33.04","69.45","33.910000000000004"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","322.38","38.63","32.05","28.98","22.64","57.45","22.75"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","3.86","3.7","3.98","4.52","5.22","6.39","5.55"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","6.25","5.53","4.67","4.96","5.18","5.61","5.61"
"Oil and Gas Industry","","","599366.44","593966.5100000001","607886.8300000001","635548.4900000001","651759.7100000001","663049.68","690544.17"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","127511.93000000001","120063.04999999999","115093.72","111699.38","109679.51000000001","98444.54","93896.53"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","72659.63","66790.42","62805.8","60566.12","59489.19","50931.68","46316.43"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","48927.94","47399.29","47464.41","47414.64","47548.82","45966.82","45966.57"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Product Pipelines","7.26","7.26","7.26","7.26","7.26","7.26","7.26"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","168.6","180.64","204.87","225.09","238.67","248.11","256.57"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","5748.5","5685.44","4611.38","3486.27","2395.57","1290.67","1349.7"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","471854.50999999995","473903.45999999996","492793.11","523849.11","542080.2000000001","564605.1399999998","596647.64"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Accidents and Equipment Failures","31387.77","32846.97","31743.13","42480.83","38563.64","45151.88","63837.24"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","18.69","19.52","20.13","19.4","19.06","19.29","18.98"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","82988.27","90669.45","106105.55","104200.03","107559.25","121585.24","131765.03"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Light/Medium Crude Oil Production","259919.38","251832.78","248985.62","263265.14","275275.53","272121.56","270798.62"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Production and Processing","54984.38","57125.31","62567.07","67694.04","72728.92","76162.88","78091.77"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Transmission and Storage","1227.34","1269.74","1357.16","1430.32","1504.05","1537.16","1688.29"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands In-Situ Extraction","330.61","322.63","343.64","353.91","363.21","410.29","459.48"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands Mining, Extraction and Upgrading","29754.23","28942.73","30439.55","32067.15","32860.43","34328.56","36060.8"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Storage","0","0","0","0","0","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Transportation","10212.73","9924.93","10157.18","10558.29","10889.41","11165.94","11397.83"
