"Source","Sector","SubSector","2015","2016","2017","2018","2019","2020","2021"
"Ore and Mineral Industries","","","483490.57","481744.33999999997","389414.23000000004","258532.74999999997","183681.42","194447.94999999998","160755.88000000003"
"Ore and Mineral Industries","Aluminium Industry","","57081.090000000004","63837.56","65773.26000000001","61370.27","56625.94","61947.3","58711.99"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","1.76","2","1.44","1.03","0.71","0.69","0.82"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","57079.33","63835.56","65771.82","61369.24","56625.23","61946.61","58711.17"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","","571.85","610.36","685.6","691.83","624.25","561.96","577.85"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","571.85","610.36","685.6","691.83","624.25","561.96","577.85"
"Ore and Mineral Industries","Cement and Concrete Industry","","23407.860000000004","23904.54","22842.989999999998","24934.97","23415.2","18577.43","17484.96"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","21180.47","21422.57","20083.43","22241","21046.24","16892.63","16097.55"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","0.06","0.06","0.06","0.06","0.02","0.07","0.02"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","2.22","1.87","2.42","3.02","0.19","0.3","0.26"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","2225.11","2480.04","2757.08","2690.89","2368.75","1684.43","1387.13"
"Ore and Mineral Industries","Foundries","","22.83","23.45","22.21","23.13","22.46","21.03","2.19"
"Ore and Mineral Industries","Foundries","Die Casting","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","22.83","23.45","22.21","23.13","22.46","21.03","2.19"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Iron and Steel Industry","","22237.51","17840.2","18538.83","19623.760000000002","19812.33","15411.15","14451.580000000002"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","20078.41","15857.01","16425.02","17468.59","17876.82","13646.73","12408.36"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","2159.1","1983.19","2113.81","2154.84","1934.93","1763.78","2041.1"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","0","0","0","0.33","0.58","0.64","2.12"
"Ore and Mineral Industries","Iron Ore Pelletizing","","11654.36","12087.66","11757.28","9698.61","10715.08","10227.83","9724.32"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","11654.36","12087.66","11757.28","9698.61","10715.08","10227.83","9724.32"
"Ore and Mineral Industries","Mineral Products Industry","","1383.82","1531.44","851.4399999999999","754.13","724.46","689.77","793.6800000000001"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","112.37","129.74","130.5","122.95","76.48","85.09","102.1"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","148.35","263.7","160.78","0.01","0","0","0"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","1123.1","1138","560.16","631.17","647.98","604.68","691.58"
"Ore and Mineral Industries","Mining and Rock Quarrying","","2361.3199999999997","2559.7599999999998","2448.3","1906.25","1874.63","2101.3","1707.83"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","654.56","621.78","770.08","614.18","565.73","681.62","664.89"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","217.54","626.72","158.48","73.59","161.73","271.17","267.05"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","1181.97","1022.99","1212.32","902.74","879.23","932.77","524.06"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","25.02","1.15","0.94","1.35","2.1","1.05","3.3"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","0.67","13.56","8.66","9.19","9.38","7.16","9.71"
"Ore and Mineral Industries","Mining and Rock Quarrying","Silica Production","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","281.56","273.56","297.82","305.2","256.46","207.53","238.82"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","364769.93","359349.37","266494.32","139529.8","69867.07","84910.18","57301.479999999996"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","363263.3","357943.32","265029.21","138681.47","69082.82","84510.89","56802.14"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","1506.63","1406.05","1465.11","848.33","784.25","399.29","499.34"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","0","0","0","0","0","0","0"
"Oil and Gas Industry","","","263757.52","249675.89999999997","257989.1","269560.73","269508.64999999997","244790.02000000002","264250.53"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","44246.049999999996","50233.24","47903.659999999996","53295.04","53072.55","36531.41","45769.590000000004"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","44245.6","50232.79","47903.2","53294.53","53072.04","36530.94","45769.12"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","0","0","0","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Product Pipelines","0","0","0","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","0.45","0.45","0.46","0.46","0.46","0.47","0.47"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","0","0","0","0.05","0.05","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","219511.47","199442.65999999997","210085.44000000003","216265.69","216436.1","208258.61000000002","218480.94"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Accidents and Equipment Failures","0","0","0","0","0","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","0.04","0.03","0.03","0.03","0.02","0.02","0.01"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","2228.49","2102.26","2115.48","1744.96","1677.85","1410.68","1690.08"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Light/Medium Crude Oil Production","32271.96","25865.58","24021.72","25542.27","24089.19","20770.49","20287.72"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Production and Processing","111790.86","108475.68","109875.91","111499.56","114283.68","112842.82","116330.68"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Transmission and Storage","236.63","208.38","20.14","20.17","20.15","21.47","20.99"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands In-Situ Extraction","8098.93","10433.9","13322.65","13649.89","19330.32","19196.87","22417.82"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands Mining, Extraction and Upgrading","53898.28","47493.27","53274.01","57591.67","53470.57","50975.44","54358.66"
