"Source","Sector","SubSector","2011","2012","2013","2014","2015","2016","2017"
"Ore and Mineral Industries","","","467832.93","478123.69999999995","492918.11","487755.01999999996","483490.57","481744.33999999997","389414.23000000004"
"Ore and Mineral Industries","Aluminium Industry","","64764.85","62038.8","59605.98","55164.54","57081.090000000004","63837.56","65773.26000000001"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","168","86","106","24.91","1.76","2","1.44"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","64596.85","61952.8","59499.98","55139.63","57079.33","63835.56","65771.82"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","","965.72","635.91","584.34","658.69","571.85","610.36","685.6"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","965.72","635.91","584.34","658.69","571.85","610.36","685.6"
"Ore and Mineral Industries","Cement and Concrete Industry","","21499.29","25342.100000000002","22661.550000000003","20261.269999999997","23407.860000000004","23904.54","22842.989999999998"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","17633.85","21825.47","19851.93","17117.01","21180.47","21422.57","20083.43"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","0.02","0.01","0.07","0.07","0.06","0.06","0.06"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","47.36","48.9","40.58","54.76","2.22","1.87","2.42"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","3818.06","3467.72","2768.97","3089.43","2225.11","2480.04","2757.08"
"Ore and Mineral Industries","Foundries","","2.74","2.61","2.35","2.83","22.83","23.45","22.21"
"Ore and Mineral Industries","Foundries","Die Casting","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","2.74","2.61","2.35","2.83","22.83","23.45","22.21"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Iron and Steel Industry","","29372.84","30618.829999999998","24329.87","24734.17","22237.51","17840.2","18538.83"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","27699.23","28911.92","22919.68","22695.8","20078.41","15857.01","16425.02"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","1673.61","1706.91","1410.19","2038.37","2159.1","1983.19","2113.81"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Iron Ore Pelletizing","","11938.79","12338.77","10988.12","9894.96","11654.36","12087.66","11757.28"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","11938.79","12338.77","10988.12","9894.96","11654.36","12087.66","11757.28"
"Ore and Mineral Industries","Mineral Products Industry","","1609.43","1729.8200000000002","2018.9","1578.3600000000001","1383.82","1531.44","851.4399999999999"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","115.85","143.61","112.61","99.63","112.37","129.74","130.5"
