"Source","Sector","SubSector","2004","2005","2006","2007","2008","2009","2010"
"Ore and Mineral Industries","","","876305.11","859124.0199999999","827628.28","779756.75","716115.05","523115.3","502093.57000000007"
"Ore and Mineral Industries","Aluminium Industry","","58526.71","63012.94","63796.09","62309.02","64005.9","59122.61","59076.57"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","4332","5322.37","3144","3279","2891","1028","202"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","54186.53","57682.4","60652.09","59030.02","61114.9","58094.61","58874.57"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","8.18","8.17","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","","716.57","714.67","699.04","852.09","883.09","844.11","1015.26"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","716.57","714.67","699.04","852.09","883.09","844.11","1015.26"
"Ore and Mineral Industries","Cement and Concrete Industry","","52056.920000000006","54185.119999999995","41026.3","39387.86","31257.31","24565.92","23049.339999999997"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","49829.9","52048.35","34044.15","30982.25","24700.06","20223.89","19323.1"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","25.37","21.52","0.02","0.02","0.02","0.01","0.01"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","288.61","201.08","117.41","109.98","54.52","68.6","50.1"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","1913.04","1914.17","6864.72","8295.61","6502.71","4273.42","3676.13"
"Ore and Mineral Industries","Foundries","","1714.1499999999999","1719.96","52.86","53.6","95.82000000000001","26.5","31.33"
"Ore and Mineral Industries","Foundries","Die Casting","933.79","933.89","0.09","0","0","0","0"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","700.3","704.22","28.56","24.26","29.26","2.42","2.49"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","80.06","81.85","24.21","29.34","66.56","24.08","28.84"
"Ore and Mineral Industries","Iron and Steel Industry","","30231.690000000002","31070.120000000003","29088.81","28406.32","27660.96","22334.73","27355.73"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","28685.34","29342.98","27855.42","27253.53","26669.96","21382.39","26267.22"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","1521.2","1701.74","1209.49","1152.79","991","952.34","1088.51"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","25.15","25.4","23.9","0","0","0","0"
"Ore and Mineral Industries","Iron Ore Pelletizing","","14319.14","17664.56","20569.99","20157.15","17804.26","10332.68","13964.52"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","14319.14","17664.56","20569.99","20157.15","17804.26","10332.68","13964.52"
"Ore and Mineral Industries","Mineral Products Industry","","2272.53","2124.3","1467.6999999999998","1208.1","1247.27","1557.7600000000002","1358.24"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","366.85","350.13","200.85","196.47","173.31","147.06","153.55"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","675.2","741.13","457.54","456.62","442.29","457.63","425.83"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","1230.48","1033.04","809.31","555.01","631.67","953.07","778.86"
"Ore and Mineral Industries","Mining and Rock Quarrying","","11229.63","11971.94","10040.050000000001","10696.82","8296.27","7997.299999999999","5832.84"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","2065.97","2129.61","665.15","840.16","823.45","849.75","1333.98"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","803.81","1242.09","941.38","1031.24","813.73","659.18","657.49"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","0.35","0.4","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","7792.7","7968.81","7883.42","8508.95","6434.5","5951.14","3237.46"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","119.58","123.53","10.44","12.81","9.85","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","5.17","8.01","7.07","0.27","0.21","0.44","0.7"
"Ore and Mineral Industries","Mining and Rock Quarrying","Silica Production","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","442.05","499.49","532.59","303.39","214.53","536.79","603.21"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","705237.77","676660.4099999999","660887.4400000001","616685.79","564864.1699999999","396333.69","370409.74000000005"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","704660.11","676179.19","660136.88","615918.37","564136.19","395879.56","368862.53"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","577.65","475.21","750.56","767.42","727.98","454.13","1547.21"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","0.01","6.01","0","0","0","0","0"
"Oil and Gas Industry","","","470226.68999999994","464095.24","426346.9999999999","404697.13999999996","380300.89","373695.43","341860.77"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","119636.47","113139.15000000001","95552.78000000001","85485.04","80669.34","74180.96","60105.439999999995"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","112683.12","109957.29","95430.38","85352.18","80575.5","74180.55","60105.02"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","4733.99","1087.6","121.99","132.44","93.43","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Product Pipelines","0","0","0","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","4.22","4.19","0.41","0.42","0.41","0.41","0.42"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","2215.14","2090.07","0","0","0","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","350590.22","350956.09","330794.22","319212.1","299631.55000000005","299514.47","281755.33"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Accidents and Equipment Failures","0","0","0","0","0","0","0"
