"Source","Sector","SubSector","2015","2016","2017","2018","2019","2020","2021"
"Ore and Mineral Industries","","","566.52","542.4399999999999","665.48","583.5","608.3199999999999","515.38","571.4"
"Ore and Mineral Industries","Aluminium Industry","","35.65","35.09","34.28","30.44","29.73","33.260000000000005","33.67"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","0.9","0.88","0.85","0.82","0.46","0.45","0.46"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","34.75","34.21","33.43","29.62","29.27","32.81","33.21"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Cement and Concrete Industry","","19.110000000000003","15.14","16.13","20.049999999999997","17.200000000000003","13","19.029999999999998"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","16.98","12.96","14.13","17.99","15.05","11.02","17.33"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","0","0.01","0","0","0","0","0"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","0.85","0.97","1.01","1.04","1.07","1.08","0.9"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","1.28","1.2","0.99","1.02","1.08","0.9","0.8"
"Ore and Mineral Industries","Foundries","","0.13","0.08","0.13","0.1","0.08","0.05","0.15"
"Ore and Mineral Industries","Foundries","Die Casting","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","0.13","0.08","0.13","0.1","0.08","0.05","0.15"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Iron and Steel Industry","","121.43","119.56","122.29","138.4","133.83999999999997","107.08","103.36"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","120.56","118.61","121.15","137.29","132.95","106.33","102.41"
