"Source","Sector","SubSector","2011","2012","2013","2014","2015","2016","2017"
"Ore and Mineral Industries","","","0","0","648.53","618.6299999999999","566.52","542.4399999999999","665.48"
"Ore and Mineral Industries","Aluminium Industry","","0","0","50.79","44.839999999999996","35.65","35.09","34.28"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","0","0","1","0.94","0.9","0.88","0.85"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","0","0","49.79","43.9","34.75","34.21","33.43"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Cement and Concrete Industry","","0","0","14.290000000000001","14.920000000000002","19.110000000000003","15.14","16.13"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","0","0","12.39","12.74","16.98","12.96","14.13"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","0","0","0","0","0","0.01","0"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","0","0","0.76","0.89","0.85","0.97","1.01"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","0","0","1.14","1.29","1.28","1.2","0.99"
"Ore and Mineral Industries","Foundries","","0","0","0.11","0.16","0.13","0.08","0.13"
"Ore and Mineral Industries","Foundries","Die Casting","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","0","0","0.11","0.16","0.13","0.08","0.13"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Iron and Steel Industry","","0","0","117.48","124.97","121.43","119.56","122.29"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","0","0","117.19","124.53","120.56","118.61","121.15"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","0","0","0.29","0.44","0.87","0.95","1.14"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Iron Ore Pelletizing","","0","0","6.31","6.57","7.07","7.35","6.28"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","0","0","6.31","6.57","7.07","7.35","6.28"
"Ore and Mineral Industries","Mineral Products Industry","","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","","0","0","459.54999999999995","427.17","383.13","365.22","486.37"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","0","0","3.72","3.92","0.79","0.22","0.9"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","0","0","19.22","9.13","3.89","5.04","3.92"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","0","0","0.01","0.29","0.27","0.25","0.26"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","0","0","172.45","159.04","147.87","137.15","235.41"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","0","0","18.33","15.27","12.62","16.52","12.8"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","0","0","0.06","0.05","0.13","0.12","0.11"
"Ore and Mineral Industries","Mining and Rock Quarrying","Silica Production","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","0","0","245.76","239.47","217.56","205.92","232.97"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","0","0","0","0","0","0","0"
"Oil and Gas Industry","","","0","0","2639.59","3028.5200000000004","2830.68","2429.17","2532.09"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","0","0","0.82","0.74","0.7","0.71","0.73"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","0","0","0","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","0","0","0","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Product Pipelines","0","0","0","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","0","0","0.82","0.74","0.7","0.71","0.73"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","0","0","0","0","0","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","0","0","2638.77","3027.78","2829.98","2428.46","2531.3599999999997"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Accidents and Equipment Failures","0","0","0","0","0","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","0","0","0.12","0.13","0.13","0.12","0.12"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","0","0","94.19","96.41","98.51","95.58","96.86"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Light/Medium Crude Oil Production","0","0","155.43","155.61","155.15","152.54","153.93"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Production and Processing","0","0","530.64","538.21","535.33","525.28","530.15"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Transmission and Storage","0","0","33.75","31.84","32.3","32.35","32.77"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands In-Situ Extraction","0","0","140.13","116.44","116.86","130.32","131.45"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands Mining, Extraction and Upgrading","0","0","200.71","310.61","253.56","250.39","287.94"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Storage","0","0","3.44","3.09","3.05","2.65","2.36"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Transportation","0","0","3.86","3.88","3.94","4.08","3.57"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Well Drilling/Servicing/Testing","0","0","2.99","2.93","1.33","0.89","1.42"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Flaring","0","0","1473.51","1768.63","1629.82","1234.26","1290.79"
"Electric Power Generation (Utilities)","","","0","0","208.53000000000003","228.51000000000002","238.98999999999998","239.84000000000003","206.31"
"Electric Power Generation (Utilities)","Coal","","0","0","37.4","41.86","39.38","36.93","37.16"
"Electric Power Generation (Utilities)","Coal","Coal","0","0","37.4","41.86","39.38","36.93","37.16"
"Electric Power Generation (Utilities)","Refined Petroleum Products","","0","0","134.18","147.56","159.95","161.8","133.65"
"Electric Power Generation (Utilities)","Refined Petroleum Products","Refined Petroleum Products","0","0","134.18","147.56","159.95","161.8","133.65"
"Electric Power Generation (Utilities)","Natural Gas","","0","0","12.43","10.58","10.51","9.68","8.51"
"Electric Power Generation (Utilities)","Natural Gas","Natural Gas","0","0","12.43","10.58","10.51","9.68","8.51"
"Electric Power Generation (Utilities)","Landfill Gas","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Landfill Gas","Landfill Gas","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Other (Electric Power Generation)","","0","0","24.52","28.51","29.15","31.43","26.99"
"Electric Power Generation (Utilities)","Other (Electric Power Generation)","Other (Electric Power Generation)","0","0","24.52","28.51","29.15","31.43","26.99"
"Electric Power Generation (Utilities)","Hydroelectricity","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Hydroelectricity","Hydroelectricity","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Nuclear","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Nuclear","Nuclear","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Solid Biomass","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Solid Biomass","Solid Biomass","0","0","0","0","0","0","0"
"Manufacturing","","","0","0","494.41","391.89000000000004","409.76","325.59999999999997","293.87"
"Manufacturing","Abrasives Manufacturing","","0","0","0","0","0","0","0"
"Manufacturing","Abrasives Manufacturing","Abrasives Manufacturing","0","0","0","0","0","0","0"
"Manufacturing","Bakeries","","0","0","0","0","0","0","0"
"Manufacturing","Bakeries","Bakeries","0","0","0","0","0","0","0"
"Manufacturing","Biofuel Production","","0","0","0","0","0","0","0"
"Manufacturing","Biofuel Production","Biofuel Production","0","0","0","0","0","0","0"
"Manufacturing","Chemicals Industry","","0","0","0","0","0","0","0"
"Manufacturing","Chemicals Industry","Chemical Manufacturing","0","0","0","0","0","0","0"
"Manufacturing","Chemicals Industry","Cleaning Compound Manufacturing","0","0","0","0","0","0","0"
"Manufacturing","Chemicals Industry","Fertilizer Production","0","0","0","0","0","0","0"
"Manufacturing","Chemicals Industry","Paint and Varnish Manufacturing","0","0","0","0","0","0","0"
"Manufacturing","Chemicals Industry","Petrochemical Industry","0","0","0","0","0","0","0"
"Manufacturing","Chemicals Industry","Plastics and Synthetic Resins Fabrication","0","0","0","0","0","0","0"
"Manufacturing","Chemicals Industry","Other (Chemical Industry)","0","0","0","0","0","0","0"
"Manufacturing","Electronics","","0","0","0","0","0","0","0"
"Manufacturing","Electronics","Electronics","0","0","0","0","0","0","0"
"Manufacturing","Food Preparation","","0","0","0","0","0","0","0"
"Manufacturing","Food Preparation","Food Preparation","0","0","0","0","0","0","0"
"Manufacturing","Glass Manufacturing","","0","0","0","0","0","0","0"
"Manufacturing","Glass Manufacturing","Glass Manufacturing","0","0","0","0","0","0","0"
"Manufacturing","Grain Industry","","0","0","0","0","0","0","0"
"Manufacturing","Grain Industry","Grain Processing","0","0","0","0","0","0","0"
"Manufacturing","Grain Industry","Warehousing and Storage","0","0","0","0","0","0","0"
"Manufacturing","Metal Fabrication","","0","0","0","0","0","0","0"
"Manufacturing","Metal Fabrication","Metal Fabrication","0","0","0","0","0","0","0"
"Manufacturing","Plastics Manufacturing","","0","0","0","0","0","0","0"
"Manufacturing","Plastics Manufacturing","Plastics Manufacturing","0","0","0","0","0","0","0"
