"Source","Sector","SubSector","2016","2017","2018","2019","2020","2021","2022"
"Ore and Mineral Industries","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Ore and Mineral Industries","Aluminium Industry","","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Cement and Concrete Industry","","356.26000000000005","NaN","NaN","NaN","NaN","NaN","NaN"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","341.91","377.61","480.12","485.5","537.82","563.59","448.72"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","14.35","0","0","0","0","0","0"
"Ore and Mineral Industries","Foundries","","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Iron and Steel Industry","","55.63","54.83","NaN","NaN","NaN","NaN","NaN"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","54.86","54.07","57.57","56.76","55.98","55.61","55.46"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","0.77","0.76","0","0","0","0","0"
"Ore and Mineral Industries","Iron Ore Pelletizing","","NaN","NaN","NaN","NaN","1.06","1.1","1.06"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","0","0","0","0","1.06","1.1","1.06"
"Ore and Mineral Industries","Mineral Products Industry","","397.02","291.12","254.91","177.72","207.06","240.35","303.02"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","397.02","291.12","254.91","177.72","207.06","240.35","303.02"
"Ore and Mineral Industries","Mining and Rock Quarrying","","NaN","NaN","NaN","NaN","92.23","NaN","NaN"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","41.97","43.4","89.78","55.44","49.31","73.02","344.87"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","55.08","39.2","27.6","22","42.92","35.7","35.04"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","287.95000000000005","429.38","539.64","689.7","471.04","509.56","600.6099999999999"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","276.22","416.98","533.04","668.36","454.56","491.15","584.31"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","11.73","12.4","6.6","21.34","16.48","18.41","16.3"
"Oil and Gas Industry","","","NaN","NaN","NaN","2174.73","1737.72","NaN","2602.4500000000003"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","NaN","NaN","NaN","42.1","38.8","NaN","53.339999999999996"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","54.89","58.17","92.1","42.1","38.8","47.64","53.3"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","0","0","0","0","0","0","0.04"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","1555.04","1718.95","1750.68","2132.63","1698.92","2168.66","2549.11"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","0.34","0.34","0.31","0.26","0.21","0.2","0.21"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","49.83","49.15","50.4","46.7","39.49","39.8","41.66"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Light/Medium Crude Oil Production","15.32","15.34","16.19","16.14","14.64","14.5","14.54"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Production and Processing","229.07","233.43","234.75","230.81","224.95","228.49","231.65"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Transmission and Storage","0.79","0.91","0.65","0.76","1.15","1.07","1.2"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands In-Situ Extraction","52.9","58.18","145.93","165.6","141","626.06","722.67"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands Mining, Extraction and Upgrading","1206.78","1361.59","1302.44","1672.35","1277.48","1258.53","1537.17"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Well Drilling/Servicing/Testing","0.01","0.01","0.01","0.01","0","0.01","0.01"
"Electric Power Generation (Utilities)","","","337.76000000000005","225.91","223.01000000000002","219.7","221.94","264.01","241.82"
"Electric Power Generation (Utilities)","Coal","","174.55","173.71","132.61","55.32","34.27","27.48","2.12"
"Electric Power Generation (Utilities)","Coal","Coal","174.55","173.71","132.61","55.32","34.27","27.48","2.12"
"Electric Power Generation (Utilities)","Diesel","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Natural Gas","","100.78","6.98","34.77","102.63","131.54","124.22","124.97"
"Electric Power Generation (Utilities)","Natural Gas","Natural Gas","100.78","6.98","34.77","102.63","131.54","124.22","124.97"
"Electric Power Generation (Utilities)","Landfill Gas","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Other (Electric Power Generation)","","62.43","45.22","55.63","61.75","56.13","112.31","114.73"
"Electric Power Generation (Utilities)","Other (Electric Power Generation)","Other (Electric Power Generation)","62.43","45.22","55.63","61.75","56.13","112.31","114.73"
"Electric Power Generation (Utilities)","Hydroelectricity","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Nuclear","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Solid Biomass","","0","0","0","0","0","0","0"
"Manufacturing","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Manufacturing","Abrasives Manufacturing","","0","0","0","0","0","0","0"
"Manufacturing","Bakeries","","0","0","NaN","NaN","NaN","NaN","NaN"
"Manufacturing","Bakeries","Bakeries","0","0","0","0","0","0","0"
"Manufacturing","Biofuel Production","","0","0","0","0","0","0","0"
"Manufacturing","Chemicals Industry","","NaN","NaN","NaN","NaN","9866.350000000002","8885.849999999999","NaN"
"Manufacturing","Chemicals Industry","Chemical Manufacturing","111.88","107.03","119.93","112.97","82.74","92.81","90.44"
"Manufacturing","Chemicals Industry","Cleaning Compound Manufacturing","0","0","0","0","20.69","19.65","16.28"
"Manufacturing","Chemicals Industry","Fertilizer Production","9182.38","8460.36","9222.43","8562.16","9747.69","8753.23","7804.6"
"Manufacturing","Chemicals Industry","Paint and Varnish Manufacturing","2.01","2.4","1.64","2.09","2.18","2.5","1.85"
"Manufacturing","Chemicals Industry","Petrochemical Industry","0.01","0.01","0.01","0.01","0.01","0.01","0"
"Manufacturing","Chemicals Industry","Plastics and Synthetic Resins Fabrication","38.69","19.39","20.49","12.99","11.45","14.07","12.42"
"Manufacturing","Chemicals Industry","Other (Chemical Industry)","1.58","1.2","1.36","1.74","1.59","3.58","3.25"
"Manufacturing","Electronics","","17.92","16.17","15.72","15.39","13.27","13.99","13.46"
"Manufacturing","Electronics","Electronics","17.92","16.17","15.72","15.39","13.27","13.99","13.46"
"Manufacturing","Food Preparation","","207.66","233.49","222.07","229.56","230.15","196.39","210.53"
"Manufacturing","Food Preparation","Food Preparation","207.66","233.49","222.07","229.56","230.15","196.39","210.53"
"Manufacturing","Glass Manufacturing","","0","0","0","0","0","0","0"
"Manufacturing","Grain Industry","","5.74","5.5200000000000005","4.95","6.11","2.03","5","5.220000000000001"
"Manufacturing","Grain Industry","Grain Processing","5.59","5.23","4.72","5.92","1.72","4.7","4.95"
"Manufacturing","Grain Industry","Warehousing and Storage","0.15","0.29","0.23","0.19","0.31","0.3","0.27"
"Manufacturing","Metal Fabrication","","25.46","26.85","27.39","27.35","26.08","24.23","23.14"
"Manufacturing","Metal Fabrication","Metal Fabrication","25.46","26.85","27.39","27.35","26.08","24.23","23.14"
"Manufacturing","Plastics Manufacturing","","0","0","0","0","0","0","0"
"Manufacturing","Pulp and Paper Industry","","1654.61","1677.63","1647.14","1464.82","1356.91","1336.08","1271.28"
"Manufacturing","Pulp and Paper Industry","Pulp and Paper Product Manufacturing","1654.61","1677.63","1647.14","1464.82","1356.91","1336.08","1271.28"
"Manufacturing","Textiles","","0","0","0","0","0","0","0"
"Manufacturing","Vehicle Manufacturing (Engines, Parts, Assembly, Painting)","","2.24","6.52","6.52","6.52","6.52","6.78","7.97"
"Manufacturing","Vehicle Manufacturing (Engines, Parts, Assembly, Painting)","Vehicle Manufacturing (Engines, Parts, Assembly, Painting)","2.24","6.52","6.52","6.52","6.52","6.78","7.97"
"Manufacturing","Wood Products","","775.9300000000001","712.5799999999999","NaN","NaN","NaN","NaN","NaN"
"Manufacturing","Wood Products","Panel Board Mills","260.61","259.01","227.48","227.73","191.24","437.43","415.54"
"Manufacturing","Wood Products","Sawmills","514.47","452.9","476.08","405.22","382.11","449.01","504.88"
"Manufacturing","Wood Products","Other (Wood Products)","0.85","0.67","0","0","0","0","0"
"Manufacturing","Other (Manufacturing)","","46.34","33.55","57.27","62.91","50.22","58.42","32.87"
"Manufacturing","Other (Manufacturing)","Other (Manufacturing)","46.34","33.55","57.27","62.91","50.22","58.42","32.87"
"Transportation and Mobile Equipment","","","7265.150000000001","7228.929999999999","7322.810000000001","7358.01","6193.480000000001","6529.96","6737.890000000001"
"Transportation and Mobile Equipment","Air Transportation (LTO)","","4.43","4.53","4.88","4.99","2.9","3.14","4.12"
"Transportation and Mobile Equipment","Air Transportation (LTO)","Air Transportation (LTO)","4.43","4.53","4.88","4.99","2.9","3.14","4.12"
"Transportation and Mobile Equipment","Domestic Marine Navigation, Fishing and Military","","0","0","0","0","0","0","0"
"Transportation and Mobile Equipment","Domestic Marine Navigation, Fishing and Military","Domestic Marine Navigation, Fishing and Military","0","0","0","0","0","0","0"
"Transportation and Mobile Equipment","Heavy-duty Diesel Vehicles","","849.2","867.94","911.52","895.88","776.01","855.11","920.33"
"Transportation and Mobile Equipment","Heavy-duty Diesel Vehicles","Heavy-duty Diesel Vehicles","849.2","867.94","911.52","895.88","776.01","855.11","920.33"
"Transportation and Mobile Equipment","Heavy-duty Gasoline Vehicles","","314.46","305.01","299.15","293.01","265.53","266.94","246.46"
"Transportation and Mobile Equipment","Heavy-duty Gasoline Vehicles","Heavy-duty Gasoline Vehicles","314.46","305.01","299.15","293.01","265.53","266.94","246.46"
"Transportation and Mobile Equipment","Heavy-duty LPG/NG Vehicles","","3.06","4.52","5.28","6.82","7.08","7.68","8.39"
"Transportation and Mobile Equipment","Heavy-duty LPG/NG Vehicles","Heavy-duty LPG/NG Vehicles","3.06","4.52","5.28","6.82","7.08","7.68","8.39"
"Transportation and Mobile Equipment","Light-duty Diesel Trucks","","10.88","12.75","14.77","15.61","12.65","15.53","20.41"
"Transportation and Mobile Equipment","Light-duty Diesel Trucks","Light-duty Diesel Trucks","10.88","12.75","14.77","15.61","12.65","15.53","20.41"
"Transportation and Mobile Equipment","Light-duty Diesel Vehicles","","13.72","13.28","12.85","11.16","6.79","7.17","7.56"
"Transportation and Mobile Equipment","Light-duty Diesel Vehicles","Light-duty Diesel Vehicles","13.72","13.28","12.85","11.16","6.79","7.17","7.56"
"Transportation and Mobile Equipment","Light-duty Gasoline Trucks","","2925.85","2954.91","3061.12","3166.73","2740.69","3000.05","3209.85"
"Transportation and Mobile Equipment","Light-duty Gasoline Trucks","Light-duty Gasoline Trucks","2925.85","2954.91","3061.12","3166.73","2740.69","3000.05","3209.85"
