"Source","Sector","SubSector","2002","2003","2004","2005","2006","2007","2008"
"Ore and Mineral Industries","","","NaN","521593.54","499917.7400000001","505683.8199999999","NaN","NaN","NaN"
"Ore and Mineral Industries","Aluminium Industry","","333103.44","358841.74","328750.87","310650.18","NaN","352652.03","384014.25"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","288","226","217","213","301","282","283"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","332792.53","358592.91","328510","310416.26","330248.3","352307.03","383662.65"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","22.91","22.83","23.87","20.92","0","63","68.6"
"Ore and Mineral Industries","Asphalt Paving Industry","","4388.58","4267.08","4563.77","4532.66","4564.12","4469.96","4326.85"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","4388.58","4267.08","4563.77","4532.66","4564.12","4469.96","4326.85"
"Ore and Mineral Industries","Cement and Concrete Industry","","20968.04","24465.470000000005","23510.7","26753.72","20561.889999999996","18344.91","17015.34"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","19433.74","20962.31","21514.81","24861.81","18618.28","16710.62","14725.74"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","72.71","76.22","50.15","13.35","26.92","2.85","3.02"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","203.77","187.06","206.35","245.38","294.12","270.79","184.92"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","1257.82","3239.88","1739.39","1633.18","1622.57","1360.65","2101.66"
"Ore and Mineral Industries","Foundries","","47662.69","48400.31","48470.979999999996","49463.939999999995","48324.579999999994","NaN","NaN"
"Ore and Mineral Industries","Foundries","Die Casting","506.53","477.03","484.32","508.74","8.56","0.53","0.48"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","47131.68","47880.79","47969.53","48938.09","48315.81","48656.37","51415.69"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","24.48","42.49","17.13","17.11","0.21","0","0"
"Ore and Mineral Industries","Iron and Steel Industry","","48546.549999999996","46493.88","53204.259999999995","64208.090000000004","50926.55","47325.83","NaN"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","34802.35","32783.93","38792.81","38957.32","33931.73","31177.94","20514.9"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","13738.28","13684.38","14405.49","25245.31","16990.74","16144.59","15547.28"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","5.92","25.57","5.96","5.46","4.08","3.3","0"
"Ore and Mineral Industries","Iron Ore Pelletizing","","6333.57","10392.96","9183.23","23213.68","23960.51","23808.52","24182.85"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","6333.57","10392.96","9183.23","23213.68","23960.51","23808.52","24182.85"
"Ore and Mineral Industries","Mineral Products Industry","","4062.24","4316.91","3579.06","3723.4399999999996","3951.3","4017.3","4244.21"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","565.65","500.47","559.02","529.38","466.07","457.02","387.78"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","346.78","359.61","237.31","221.67","154.45","140.59","102"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","3149.81","3456.83","2782.73","2972.39","3330.78","3419.69","3754.43"
"Ore and Mineral Industries","Mining and Rock Quarrying","","NaN","10311.510000000002","10691.669999999998","10510.809999999998","8341.150000000001","15082.8","10367.8"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","114.1","114.49","116.52","189.55","852.08","40","1041"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","697.53","86.57","58.55","33","316.18","327.83","369.93"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","0","89.25","151.9","137.25","133.18","298.25","281.71"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","2079.47","7109.98","7891.32","7868.26","3820.16","4854.72","5565.53"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","1869.72","1453.75","1260.73","1236.54","1871.29","7181.62","927.76"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","553.96","311.29","368.83","289.15","364.23","180.13","364.25"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","1717.93","1146.18","843.82","757.06","984.03","2200.25","1817.62"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","19472.679999999997","14103.679999999998","17963.2","12627.300000000001","NaN","NaN","NaN"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","19364.92","13987.21","17871.6","12534.16","18580.87","17791.62","15128.16"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","35.1","43.33","39.58","40.78","0","0","0"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","72.66","73.14","52.02","52.36","40.36","0.06","0"
"Oil and Gas Industry","","","499622.55","528798.18","NaN","NaN","NaN","NaN","NaN"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","33317.54","23154.219999999998","37949.56","20997.52","NaN","NaN","NaN"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","30780.59","20832.6","35247.92","18588.75","32192.02","19976.45","22251"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","291.61","252.85","288.03","72.02","13.06","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","1989.48","1812.49","2159.63","2069.81","795.9","658.4","337.85"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","255.86","256.28","253.98","266.94","0","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","466305.01","505643.95999999996","NaN","NaN","NaN","NaN","NaN"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","43.71","47.99","42.24","39.79","44.29","46.38","51.65"
