"Source","Sector","SubSector","2016","2017","2018","2019","2020","2021","2022"
"Ore and Mineral Industries","","","557688.5399999999","NaN","526593.8899999999","NaN","NaN","NaN","NaN"
"Ore and Mineral Industries","Aluminium Industry","","423527.17","433179.31","379958.13","360621.07","386530.33","379576.46","NaN"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","371","366","307","260","260","273","0"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","423156.17","432813.31","379651.13","360361.07","386270.33","379303.46","372312.67"
"Ore and Mineral Industries","Asphalt Paving Industry","","1780.64","2991.33","3080.16","3241.13","2927.94","3284.47","2833.03"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","1780.64","2991.33","3080.16","3241.13","2927.94","3284.47","2833.03"
"Ore and Mineral Industries","Cement and Concrete Industry","","13235.4","16317.460000000001","15970.289999999999","23713.370000000003","17083.43","17623.370000000003","18726.94"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","11215.33","14399.77","14047.92","14827.03","13699.63","16452.27","17268.48"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","85.17","27.1","0.72","0.75","0.65","14.88","13.55"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","115.48","126.51","150.49","167.34","149.39","172.2","178.39"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","1819.42","1764.08","1771.16","8718.25","3233.76","984.02","1266.52"
"Ore and Mineral Industries","Foundries","","47201.579999999994","48805.11","48394.84","43390.590000000004","41570.19","43806.53","43603.560000000005"
"Ore and Mineral Industries","Foundries","Die Casting","0.34","0.29","0.39","0.22","0.28","0.45","0.4"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","47201.24","48804.82","48394.45","43390.37","41569.91","43806.08","43603.16"
"Ore and Mineral Industries","Iron and Steel Industry","","21078.69","26873.41","28087.57","23960.03","20899.24","21721.98","21088.94"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","14669.61","14379.37","15792.24","14847.29","11337.34","13178.85","12858.3"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","6390.28","12474.44","12280.24","9109.56","9558.35","8511.69","8215.98"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","18.8","19.6","15.09","3.18","3.55","31.44","14.66"
"Ore and Mineral Industries","Iron Ore Pelletizing","","16116.57","16465.31","14038.73","15583.49","14643.29","14995.88","16189.83"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","16116.57","16465.31","14038.73","15583.49","14643.29","14995.88","16189.83"
"Ore and Mineral Industries","Mineral Products Industry","","662.39","NaN","546.23","NaN","NaN","NaN","NaN"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","341.56","326.97","325.54","218.71","264.03","372.46","291.52"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","23.59","0","1.61","0","0","0","0"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","297.24","282.55","219.08","209.56","194.27","223.68","193.22"
"Ore and Mineral Industries","Mining and Rock Quarrying","","16642.2","28356.789999999997","21051.58","21399.35","22392.96","24029.06","23456.239999999998"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","691.88","8240.51","4925.19","4384.6","5463.06","5434.16","4068.6"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","2181.16","2370.33","2238.54","2497.74","2536.47","3085.82","3426.52"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","114.34","114.44","173.55","225.95","189.98","142.7","245.73"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","9675.21","12566.64","9384.37","10022.8","10808.03","11200.1","11439.17"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","1469.02","2436.44","1964.8","1738.3","1464.98","1929.24","1939.62"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","313.25","309.43","236.68","395.72","221.43","321.83","366.57"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","2197.34","2319","2128.45","2134.24","1709.01","1915.21","1970.03"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","17443.9","15222.77","15466.36","15600.72","5816.24","6042","1708.99"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","17443.9","15222.77","15466.36","15600.72","5816.24","6042","1708.99"
"Oil and Gas Industry","","","NaN","NaN","563730.02","537626.4999999999","509658.0599999999","NaN","521778.81"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","NaN","NaN","29524.68","14154.620000000003","14021.630000000001","NaN","22070.59"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","15838.47","20934.97","29307.7","13880.03","13841.52","35691.65","21827.31"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","0","20.6","66.8","166.12","62.54","105.75","108.26"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","142.67","156.55","118.21","97.36","99.25","119.05","114.41"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","0","0","31.97","11.11","18.32","0","20.61"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","516995.39999999997","525631.8999999999","534205.34","523471.87999999995","495636.4299999999","499771.91","499708.22"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","54.71","59.84","59.65","57.49","77.98","89.86","96.75"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","19579.3","19557.92","19688.37","18185.93","15856.81","16307.88","16982.93"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Light/Medium Crude Oil Production","48783.42","50416.9","54379.06","53419.51","48881.49","47881.24","47434.88"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Production and Processing","399280.01","403472.43","406596.24","402277.48","381117.66","381344.02","383956.72"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Transmission and Storage","7179.97","7338.76","7130.23","6865.73","5805.49","5662.93","5562.63"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands In-Situ Extraction","19859.31","22839.72","24721.91","24187.42","24080.52","26134.33","25828.85"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands Mining, Extraction and Upgrading","21922.38","21506.38","21316.68","18329.84","19648.87","22153.77","19651.07"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Storage","22.99","23","20.79","56.91","88.66","101.73","125.51"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Transportation","2.01","1.99","1.97","1.71","1.85","1.91","1.98"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Well Drilling/Servicing/Testing","311.3","414.96","290.44","89.86","77.1","94.24","66.9"
"Electric Power Generation (Utilities)","","","37529.409999999996","42222.200000000004","35704.35999999999","29563.98","29975.559999999998","37263.66","40236.56"
"Electric Power Generation (Utilities)","Coal","","15884.67","18633.17","15303.82","10878.88","8836.8","17128.81","21644.52"
"Electric Power Generation (Utilities)","Coal","Coal","15884.67","18633.17","15303.82","10878.88","8836.8","17128.81","21644.52"
"Electric Power Generation (Utilities)","Diesel","","1420.16","1453.63","1827.26","2333.94","2147.19","1410.9","1405.98"
"Electric Power Generation (Utilities)","Diesel","Diesel","1420.16","1453.63","1827.26","2333.94","2147.19","1410.9","1405.98"
"Electric Power Generation (Utilities)","Natural Gas","","12088.88","14114.56","12258.47","10402.91","12732.75","11455.48","10429.17"
"Electric Power Generation (Utilities)","Natural Gas","Natural Gas","12088.88","14114.56","12258.47","10402.91","12732.75","11455.48","10429.17"
"Electric Power Generation (Utilities)","Landfill Gas","","715.01","745.69","619.02","516.23","611.49","541.19","471.92"
"Electric Power Generation (Utilities)","Landfill Gas","Landfill Gas","715.01","745.69","619.02","516.23","611.49","541.19","471.92"
"Electric Power Generation (Utilities)","Other (Electric Power Generation)","","7420.69","7275.15","5695.79","5432.02","5647.33","6727.28","6284.97"
"Electric Power Generation (Utilities)","Other (Electric Power Generation)","Other (Electric Power Generation)","7420.69","7275.15","5695.79","5432.02","5647.33","6727.28","6284.97"
"Electric Power Generation (Utilities)","Hydroelectricity","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Nuclear","","0","0","0","0","0","0","0"
"Electric Power Generation (Utilities)","Solid Biomass","","0","0","0","0","0","0","0"
"Manufacturing","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Manufacturing","Abrasives Manufacturing","","0","0","0","0","0","0","0"
"Manufacturing","Bakeries","","0.3","0.32","NaN","NaN","NaN","NaN","NaN"
"Manufacturing","Bakeries","Bakeries","0.3","0.32","0","0","0","0","0"
"Manufacturing","Biofuel Production","","NaN","NaN","13.98","58.97","28.16","19.6","17.77"
"Manufacturing","Biofuel Production","Biofuel Production","0","0","13.98","58.97","28.16","19.6","17.77"
"Manufacturing","Chemicals Industry","","15129.76","15917.51","14313.150000000001","15894.470000000001","13327.29","15144.9","17536.370000000003"
"Manufacturing","Chemicals Industry","Chemical Manufacturing","7966.97","7748.15","8050.92","7858.8","7373.68","8017.71","8038.6"
"Manufacturing","Chemicals Industry","Fertilizer Production","4652.15","5813.46","3577.51","5304.17","3706.02","4941.58","6771.37"
"Manufacturing","Chemicals Industry","Paint and Varnish Manufacturing","2.43","2.8","3.33","3.15","2.7","2.05","2.2"
"Manufacturing","Chemicals Industry","Petrochemical Industry","2126.19","1975.35","2251.84","2321.39","1871.66","1863.74","2411.09"
"Manufacturing","Chemicals Industry","Plastics and Synthetic Resins Fabrication","320.78","322.34","343.76","331.54","311.52","259.31","254.78"
"Manufacturing","Chemicals Industry","Other (Chemical Industry)","61.24","55.41","85.79","75.42","61.71","60.51","58.33"
"Manufacturing","Electronics","","0.26","NaN","NaN","NaN","NaN","NaN","NaN"
"Manufacturing","Electronics","Electronics","0.26","0","0","0","0","0","0"
"Manufacturing","Food Preparation","","1204.04","1335.33","1270.08","1228.64","964.85","1055.67","1083.43"
"Manufacturing","Food Preparation","Food Preparation","1204.04","1335.33","1270.08","1228.64","964.85","1055.67","1083.43"
"Manufacturing","Glass Manufacturing","","277.58","297.83","303.56","286.85","278.44","290.25","298.6"
"Manufacturing","Glass Manufacturing","Glass Manufacturing","277.58","297.83","303.56","286.85","278.44","290.25","298.6"
"Manufacturing","Grain Industry","","381.99","417","636.25","721.21","406.47","490.58","460.86"
"Manufacturing","Grain Industry","Grain Processing","381.99","417","636.25","721.21","406.47","490.58","460.86"
"Manufacturing","Metal Fabrication","","423.78","407.79","478.75","515.56","453.9","543.99","545.79"
"Manufacturing","Metal Fabrication","Metal Fabrication","423.78","407.79","478.75","515.56","453.9","543.99","545.79"
"Manufacturing","Plastics Manufacturing","","10.3","10.65","12.54","13.85","13.85","12.1","10.67"
"Manufacturing","Plastics Manufacturing","Plastics Manufacturing","10.3","10.65","12.54","13.85","13.85","12.1","10.67"
"Manufacturing","Pulp and Paper Industry","","72555.85","78265.34000000001","82409.11","79833.18","69188.31999999999","62775.950000000004","59525.65"
"Manufacturing","Pulp and Paper Industry","Converted Paper Product Manufacturing","91.13","73.99","58.36","96.34","113.15","132.15","126.58"
"Manufacturing","Pulp and Paper Industry","Pulp and Paper Product Manufacturing","72464.72","78191.35","82350.75","79736.84","69075.17","62643.8","59399.07"
"Manufacturing","Textiles","","0.07","0.07","0.1","0.22","0.16","NaN","NaN"
"Manufacturing","Textiles","Textiles","0.07","0.07","0.1","0.22","0.16","0","0"
"Manufacturing","Vehicle Manufacturing (Engines, Parts, Assembly, Painting)","","1065.19","1072.98","1068.93","1059.7","752.33","756.56","952.57"
"Manufacturing","Vehicle Manufacturing (Engines, Parts, Assembly, Painting)","Vehicle Manufacturing (Engines, Parts, Assembly, Painting)","1065.19","1072.98","1068.93","1059.7","752.33","756.56","952.57"
"Manufacturing","Wood Products","","42652.97","39600.59","35463.189999999995","45678.24","36614.2","43514.369999999995","49115.56"
"Manufacturing","Wood Products","Panel Board Mills","18901.54","18098.93","15622.48","16783.38","15621.15","27642.75","27702.43"
"Manufacturing","Wood Products","Sawmills","23098.38","20750.55","19014.51","27457.76","19083.34","14103.13","19389.29"
"Manufacturing","Wood Products","Other (Wood Products)","653.05","751.11","826.2","1437.1","1909.71","1768.49","2023.84"
"Manufacturing","Other (Manufacturing)","","614.71","549.52","537.54","522.6","436.01","429.33","458.46"
"Manufacturing","Other (Manufacturing)","Other (Manufacturing)","614.71","549.52","537.54","522.6","436.01","429.33","458.46"
