"Source","Sector","SubSector","2009","2010","2011","2012","2013","2014","2015"
"Ore and Mineral Industries","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Ore and Mineral Industries","Aluminium Industry","","1454.84","1415.91","1468.29","1337.47","1439.94","965.63","930.6800000000001"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","20","26","26.73","26.99","27.25","26.12","24.58"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","1434.84","1389.91","1441.56","1310.48","1412.69","939.51","906.1"
"Ore and Mineral Industries","Asphalt Paving Industry","","6647.89","9219.94","10979.23","7855.07","7082.62","8499.09","6636.19"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","6647.89","9219.94","10979.23","7855.07","7082.62","8499.09","6636.19"
"Ore and Mineral Industries","Cement and Concrete Industry","","NaN","354.15999999999997","347.0799999999999","409.74999999999994","437.59","414.74","NaN"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","222.17","270.42","274.09","359.59","360.92","353.92","374.61"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","22.81","22.33","22.25","23.71","25.96","28.14","26.93"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","34.53","41.78","26.9","1.33","1.45","1.4","1.93"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","0","19.63","23.84","25.12","49.26","31.28","0"
"Ore and Mineral Industries","Foundries","","727.9100000000001","838.78","919.55","852.3399999999999","782.73","NaN","NaN"
"Ore and Mineral Industries","Foundries","Die Casting","0.03","0.04","0.04","0.03","0.03","0","0"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","462.41","592.21","848.66","776.24","708.64","663.02","591.63"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","265.47","246.53","70.85","76.07","74.06","66.5","52.19"
"Ore and Mineral Industries","Iron and Steel Industry","","1389.22","1894.72","2028.04","1900.02","1558.06","1163.6","970.75"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","520.86","706.98","799.46","748.69","574.08","614.46","647.91"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","868.36","1187.74","1228.58","1151.33","983.98","549.14","322.84"
"Ore and Mineral Industries","Iron Ore Pelletizing","","40.13","49.13","37.71","174.91","289.21","320.29","285.66"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","40.13","49.13","37.71","174.91","289.21","320.29","285.66"
"Ore and Mineral Industries","Mineral Products Industry","","159.81","73.08","NaN","74.11","104.06","123.89","NaN"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","23.19","2.28","0","2.14","2.48","1.88","0"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","136.62","70.8","67.7","71.97","101.58","122.01","107.09"
"Ore and Mineral Industries","Mining and Rock Quarrying","","NaN","NaN","NaN","NaN","NaN","NaN","1935.7500000000002"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","161.3","330.95","381.12","395.43","327.99","141.39","472.4"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","0","0","0","0","0","0","18.46"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","330.96","399.77","513.04","572.58","554.45","523.72","485.2"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","269.77","549.74","571.98","545.97","521.21","550.13","614.11"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","0","0.34","0.07","0.16","0.25","0.14","0.4"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","356.91","356.21","354.87","366.73","347.27","339.48","345.18"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","65.21","71.21000000000001","71.83","65.15","69.47","65.53","66.72999999999999"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","36.51","37.52","40.03","38.37","39.04","34.81","35.3"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","28.7","33.69","31.8","26.78","30.43","30.72","31.43"
"Oil and Gas Industry","","","582001.63","564121.1699999999","552908.5","603062.73","653705.7899999999","689599.2500000001","661850.3399999999"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","24732.82","23520.05","21281.18","19104.199999999997","20730","19380.34","19828.379999999997"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","14096.79","12926.82","11424.59","9539.18","10703.68","8798.05","9410.1"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","10441.59","10393.16","9638.92","9354.1","9809.57","10343.96","10179.93"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","194.44","200.07","217.67","210.92","216.75","238.33","238.35"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","557268.81","540601.1199999999","531627.3200000001","583958.53","632975.7899999999","670218.9100000001","642021.9599999998"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Accidents and Equipment Failures","60258.25","63664.24","52565.03","48826.55","57539.81","52626.26","51307.22"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","24.39","27.18","30.8","34.7","36.61","40.18","40.78"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","31705.31","24066.32","22731.98","23736.08","18732","19052.93","17698.12"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Light/Medium Crude Oil Production","330019.71","314617.36","333998.68","385669.48","408857.36","447126.5","431991.89"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Production and Processing","67410.4","66148.2","64107.91","61950.82","63676.3","66932.62","62726.32"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Transmission and Storage","892.41","774.72","1278.46","918.06","968.68","965.25","852.1"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands In-Situ Extraction","948.81","1053.45","1106.4","1700.39","1783.94","1812.26","4411.61"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands Mining, Extraction and Upgrading","46520.65","49091.67","32000.85","37433.96","57437.51","58627.91","50822.76"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Storage","5247.14","5980.91","7250.02","7293.23","7198.94","5707.67","6101.32"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Transportation","12067.84","12632.47","13659.69","13807.34","14013.39","14508.67","14539.32"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Well Drilling/Servicing/Testing","2173.9","2544.6","2897.5","2587.92","2731.25","2818.66","1530.52"
"Electric Power Generation (Utilities)","","","1919.78","2153.56","1895.04","1421.5","1615.21","1673.9699999999998","1629.1599999999999"
"Electric Power Generation (Utilities)","Coal","","490.83","440.37","355.81","381.67","389.23","451.02","411.67"
"Electric Power Generation (Utilities)","Coal","Coal","490.83","440.37","355.81","381.67","389.23","451.02","411.67"
"Electric Power Generation (Utilities)","Diesel","","193.09","203.66","54.3","52.89","53.26","46.37","83.51"
"Electric Power Generation (Utilities)","Diesel","Diesel","193.09","203.66","54.3","52.89","53.26","46.37","83.51"
"Electric Power Generation (Utilities)","Natural Gas","","998.82","1191.95","1157.03","715.47","879.17","897.75","905.56"
"Electric Power Generation (Utilities)","Natural Gas","Natural Gas","998.82","1191.95","1157.03","715.47","879.17","897.75","905.56"
"Electric Power Generation (Utilities)","Landfill Gas","","14.74","31.22","27.74","28.46","22.9","14.87","16.12"
"Electric Power Generation (Utilities)","Landfill Gas","Landfill Gas","14.74","31.22","27.74","28.46","22.9","14.87","16.12"
