Annual Net emissions/removals in kt
Query results for — Party: Annex I and 46 other(s) | Year: Base year and 32 other(s) | Category: Total GHG emissions without LULUCF and 240 other(s) | Classification: Total for category | Type of value: Net emissions/removals | Gas: CH₄ | Unit: kt

 ,Year,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Last Inventory Year (2021)
Party,Category \ Unit,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt
Annex I,Total GHG emissions without LULUCF,99545.03325629598,98730.84860753878,97030.10021633503,95337.47411339605,93515.09354214961,91724.7653733195,90472.7798841183,89610.45863882064,88286.38531683305,86507.63497477741,85424.54402251422,84381.89730891513,83494.0509210299,82127.28855905705,81937.09333747053,81134.74824578378,80697.3270903194,80512.9606662829,80240.15517961899,79631.93232290576,77263.03776810679,77310.69786184617,76232.97479815128,75702.80962891414,74992.75188340517,74151.63821519591,73375.02166013353,72216.61030202996,73027.70657856247,73904.15698121987,73281.32135493138,71385.23520746632,67353.31133598844
Annex I,Total GHG emissions with LULUCF,103959.2894448502,103145.1527001046,101339.76082470619,99546.78484782587,97652.20165907762,96012.83009931189,94680.2624551816,93889.04922797566,92464.66066903822,90878.75761163759,89726.85185154744,88973.460828595,87781.6472906221,86782.26114400722,86614.9674781015,85837.7908806573,85282.24924671839,85177.38633320655,84938.18852836595,84162.11993756214,81947.65208452933,81619.20576984524,80664.09741405022,80135.22887293443,79342.11191857839,78514.07020856158,78212.20626910187,76602.41669604086,77819.03447507658,78585.78067263612,77698.26363190483,75923.70323201694,71706.10303346971
Annex I,1.  Energy,42621.95471263045,41933.98514505288,40568.14990897777,39405.33483547513,38067.290193987086,36618.70381489225,36008.942676742285,35827.136719244525,35771.035295115544,34910.89580956731,34581.93388389145,33917.656080764784,33650.33475735966,32584.110325354188,32854.79965500894,32785.34772375795,32528.632370350653,32866.56503726165,32621.320924931526,32915.49870966069,31143.857422386936,31555.680295969167,31062.508426669527,30417.025799376763,30200.23233579745,29528.181239746005,28580.17758432533,27377.70153309361,27698.07010020004,28224.08519426362,27780.76737449461,26060.482177892507,24849.581128830847
Annex I,1.AA  Fuel Combustion - Sectoral approach,3305.5864826554593,3198.0320899588623,3102.6652693981737,2826.968734124527,2839.5056846052826,2607.552538557974,2586.6348417122676,2602.057348148163,2487.508917665711,2332.5918745518916,2329.766008194187,2225.953660301796,2184.7841492579114,2112.4723885810936,2155.160879423562,2140.0168074954977,2170.429576479425,2149.0328401772354,2176.524524016029,2261.828450939422,2243.8143416379417,2321.4780413909657,2170.6336738817095,2196.0199973780004,2193.4739600595735,2090.7796575869856,2050.8321546139464,2022.0612618909724,2029.2516759180878,2076.2668150523364,2059.4726920915086,1945.2760928594485,1912.698559048164
Annex I,1.A.1  Energy Industries,193.9064543704918,193.5386014750495,189.1520126871872,187.34446575492848,189.62511089083006,191.67828793564354,202.57041302339113,208.38787488703355,202.9038082055363,212.7802688967479,243.60824315172695,249.72923190883017,255.29018156970247,259.84483028241516,274.0439846883473,274.0469679741176,283.3025124359207,294.32120900225453,309.48351692931703,317.8789450002636,318.72244312448095,329.75616151171874,323.754172192787,344.191745790386,335.57778509345746,345.4589146027984,357.0936192249215,370.77320322093595,367.8048098784758,377.1772493319064,376.6845631244668,367.7055492183688,346.92781264944483
Annex I,1.A.1.a  Public Electricity and Heat Production,78.08805950772884,77.90427646540975,76.97540359266773,76.00007155332806,76.9151873046141,78.97637910873217,86.66645647313297,91.39233607852081,92.3615483830354,99.06594216354966,100.69732356813833,105.52400101451884,109.30911101283904,113.39379954322332,130.44933774620307,133.99501061098402,139.53024036774255,145.24656849851308,156.8268387210461,163.89021513468245,171.81376965982395,182.21956965334718,184.20900298840834,205.04408816911504,197.96626954105443,201.62255536747298,215.06574793590448,231.71734997314624,231.0873265547881,238.29797495410665,239.61754099848918,235.97366084641155,231.16388194283027
Annex I,1.A.1.a.i  Electricity Generation,33.23094601671616,33.44763546637867,32.94017170559234,33.32854065817626,33.87276880248838,33.83720248693198,34.60907148868479,34.85070089826232,35.80631113290723,36.74299840782461,37.64459498854833,40.8756710870571,43.43872953634901,46.8719047360715,48.66293093580198,51.05095516418549,55.22269549594098,55.89715091463317,59.29315191739527,58.84630654897806,58.74075996310588,62.28678651150005,62.53869094554049,66.90958564211383,63.69509024862254,64.4914821493358,71.23239615804405,71.43603044165808,68.92977406589695,74.98752373825887,78.43779409858968,78.30233301256484,79.96376776734898
Annex I,1.A.1.a.ii  Combined Heat and Power Generation,27.3514536613351,26.94428663324861,25.81295965365622,23.93711457891888,22.66835121617246,21.32374259359624,21.26526582071443,20.61169439874673,20.09620803831232,20.69320064786563,20.75539420001648,21.03634887796722,21.86124607824407,22.32688710072515,22.13499356220692,23.45032613058242,24.02796130528773,25.02359834467257,24.59248721391318,24.73774525579424,23.92809883837205,25.31816570635855,24.65481593719515,26.09226010037532,24.46223462504037,24.71927931482907,24.54102648828086,24.56540714384206,25.19475261702369,24.92451140041461,24.78991476550816,25.0777483449069,27.87738367996224
Annex I,1.A.1.a.iii  Heat Plants,0.85424352300028,0.86093805910516,0.89595863546082,0.80684969472171,0.76730441868268,0.75921838404568,0.81281593502224,0.97906060411207,0.94474961901555,2.38918926500061,1.98534050893746,1.82455361005586,2.01367642655272,2.14051666935129,2.2668662333366,2.35280324971372,2.36623819063178,2.43519333483602,2.45594601590924,2.54302006630105,2.64448375630152,3.04155144181002,2.62843306059294,3.06782772784134,3.15042294919216,3.1646372598578,3.43061523200592,4.04452240783082,4.19520473218796,4.4176157238706,4.50420337114964,4.402822192977,4.98250866305216
Annex I,1.A.1.a.iv  Other,8.94378470446659,8.94378470446659,9.33537968609636,9.33620366874994,9.577625223366,9.83149665805576,11.00256543253372,12.69475764014278,13.91882942809843,14.53554389132291,15.28554428215938,14.65832477279356,13.83540696795367,14.32092751655731,30.26863622927006,30.26809431632138,32.69081519439403,37.08951971851943,47.62864051823665,54.00797225281982,55.22492694538729,59.30122597355953,64.64423368153597,77.93427219858101,79.49442289135872,79.62212439234837,81.70704059870121,85.67527790978464,86.43560228116274,87.29880966483755,89.09550202806363,94.79524215422617,94.54264356173186
Annex I,1.A.1.b  Petroleum Refining,9.73965196226648,9.59541414760515,9.04524834438127,8.88399274751964,9.094464284418,8.51487819335332,8.39759205347255,8.29490023385246,8.15077479045357,8.32496593292753,7.87616912290167,7.90597726148849,8.17805646570738,8.15928192997072,8.41376508895841,9.02550498757611,8.83191311800574,9.24887106714204,9.09169903693413,9.31907672243771,9.37761273875773,9.40654982795427,6.91775747794682,6.78066065578889,6.71182207112303,6.57247728144765,6.68809367277022,6.85980009486777,8.09580228445795,8.08783483999695,8.44696548272922,8.01014979959976,7.066968637847
Annex I,1.A.1.c  Manufacture of Solid Fuels and Other Energy Industries,106.07874290049647,106.0389108620346,103.13136075013821,102.46040145408078,103.61545930179798,104.18703063355805,107.50636449678561,108.70063857466027,102.39148503204734,105.38936080027074,135.03475046068695,136.29925363282283,137.80301409115603,138.29174880922113,135.1808818531858,131.02645237555745,134.94035895017242,139.82576943659944,143.56497917133677,144.66965314314345,137.53106072589927,138.1300420304173,132.62741172643183,132.36699696548206,130.89969348128,137.2638819538778,135.33977761624678,132.19605315292196,128.62168103922974,130.79143953780283,128.62005664324843,123.69359696759204,108.69696206876758
Annex I,1.A.1.c.i  Manufacture of Solid Fuels,4.60640368422027,4.5556795416084,4.46850001891988,3.75332367928101,3.46987338214254,3.74687634132809,3.65600934933464,3.02180713771973,3.18441786321367,3.48604480944082,3.28036805893667,3.08275826210888,2.65298156228022,2.60470719361115,2.21795202662636,2.38829553912637,2.41798631345076,2.75818375758609,3.49229371487548,2.95405068667794,3.21084796138378,3.50361018137421,3.72707888453143,3.53542081552296,3.63499208598742,3.8141638514103,3.15741802085164,2.7968217330453,2.719932400715,2.62661281987564,2.57298802178828,2.31916694415305,2.41169162256836
Annex I,1.A.1.c.ii  Oil and Gas Extraction,73.21907567441392,73.2201507144139,71.42407012313599,73.49805223674826,75.62565146444437,76.28158635056687,78.22021558957827,80.86598964251841,76.80441402597928,80.41352933022208,111.09363963054047,115.69056716459374,121.00647825815604,121.62866437959774,122.96631513977484,117.96712499021004,120.89545200270945,118.85886062802719,121.93988772619802,124.47901485631502,118.35775419360559,117.41100781219825,113.69735692257493,112.5436522726036,111.82207719957832,118.60196543290402,119.02682349972044,115.58760757771527,112.76118422895262,115.75218071708304,113.86578473272601,109.9804115802977,95.52433428538201
