"Source","Sector","SubSector","1990","1991","1992","1993","1994","1995","1996"
"Ore and Mineral Industries","","","53991.17","51180.95000000001","49173.09","49002.180000000015","50866.100000000006","50863.86999999999","52187.36"
"Ore and Mineral Industries","Aluminium Industry","","5390.13","6003.52","5572.360000000001","5343.5","5281.92","5606.370000000001","5177.2300000000005"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","314.18","314.18","314.18","314.18","314.18","314.18","296.81"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","5041.86","5655.58","5226","4987.96","4930.28","5245.88","4827.53"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","34.09","33.76","32.18","41.36","37.46","46.31","52.89"
"Ore and Mineral Industries","Asphalt Paving Industry","","1872.25","1679.5","1743.96","1604.09","1781.51","1737.73","1651.03"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","1872.25","1679.5","1743.96","1604.09","1781.51","1737.73","1651.03"
"Ore and Mineral Industries","Cement and Concrete Industry","","10808.13","9107.61","8950.95","8864.24","9390.920000000002","8989.43","9527.699999999999"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","4629.09","3874.53","3469.85","3449.76","3482.62","3276.14","3344.87"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","5625.12","4762.29","4983.27","4922","5391.42","5200.91","5630.52"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","73.75","70.61","73.45","77.67","103.26","82.52","86.91"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","480.17","400.18","424.38","414.81","413.62","429.86","465.4"
"Ore and Mineral Industries","Foundries","","4643.669999999999","3989.14","3887.5499999999997","3449.28","3286.03","4183.88","4245.39"
"Ore and Mineral Industries","Foundries","Die Casting","28.07","25.66","26.16","28.61","28.81","23.46","25.45"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","4525.12","3903.01","3803.47","3351.83","3192.86","4029.22","4081.56"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","90.48","60.47","57.92","68.84","64.36","131.2","138.38"
"Ore and Mineral Industries","Iron and Steel Industry","","11233.289999999999","10510.550000000001","9326.79","10474.75","10613.18","10378.02","10880.06"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","8862.82","8354.85","7173.38","8259.19","8108.59","7951.19","8217.17"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","2342.14","2128.33","2126.31","2188.45","2475.26","2390.55","2627.5"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","28.33","27.37","27.1","27.11","29.33","36.28","35.39"
"Ore and Mineral Industries","Iron Ore Pelletizing","","647.58","1180.69","1713.8","2246.91","2780.02","3313.12","3420.7"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","647.58","1180.69","1713.8","2246.91","2780.02","3313.12","3420.7"
"Ore and Mineral Industries","Mineral Products Industry","","1276.91","982.79","920.3","927.9300000000001","962.24","981.79","1074.26"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","61.27","54.52","45.19","46.34","52.12","53.03","55.15"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","198.04","188.26","173.98","163.74","156.43","154.04","194.22"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","1017.6","740.01","701.13","717.85","753.69","774.72","824.89"
"Ore and Mineral Industries","Mining and Rock Quarrying","","9550.080000000002","9394.38","8914.98","8363.320000000002","8748.56","9248.4","9504.66"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","1470.67","1250.15","1032.04","1148.37","1102.17","1177.28","1055.9"
