"Source","Sector","SubSector","2014","2015","2016","2017","2018","2019","2020"
"Ore and Mineral Industries","","","32101.834233999998","30646.055277000003","31065.81007899999","34651.976436","33649.712747000005","33735.21477","34429.035717"
"Ore and Mineral Industries","Aluminium Industry","","3687.0755999999997","3283.6115000000004","3447.9449","3389.8919","3121.1677999999997","3116.5951","3382.701"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","46.49","44.8","43.5","42","40.7","22.9","22.4"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","3636.1931","3234.4189","3400.8817","3344.204","3076.8278","3088.9384","3356.421"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","4.3925","4.3926","3.5632","3.6879","3.64","4.7567","3.88"
"Ore and Mineral Industries","Asphalt Paving Industry","","1433.977503","1156.185787","1151.836984","1321.313075","1210.63992","1255.230862","1182.083018"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","1433.977503","1156.185787","1151.836984","1321.313075","1210.63992","1255.230862","1182.083018"
"Ore and Mineral Industries","Cement and Concrete Industry","","7893.08553","7913.921742","7229.254491000001","8042.241198999999","7979.314467","7796.510624","7149.5508549999995"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","722.3711","951.8984","792.474","685.8685","800.6365","687.680439","549.2552"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","6578.45543","6420.544342","5913.194491","6825.689699","6653.536967","6539.767585","6088.768955"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","78.721","71.429","78.336","97.995","86.881","88.2906","88.3557"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","513.538","470.05","445.25","432.688","438.26","480.772","423.171"
"Ore and Mineral Industries","Foundries","","4386.156502","4141.491917","4074.3725560000003","4206.071527","4172.402606","4067.488913","3781.535802"
"Ore and Mineral Industries","Foundries","Die Casting","12.1738","9.5702","9.4286","10.8471","10.6536","8.6422","8.27391"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","4371.284002","4128.959517","4062.029956","4192.564227","4159.159306","4058.131713","3772.711592"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","2.6987","2.9622","2.914","2.6602","2.5897","0.715","0.5503"
"Ore and Mineral Industries","Iron and Steel Industry","","2523.8032","2375.5091","2173.6173","2501.9329","2643.9001","2667.714747","2166.216601"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","2304.7178","2032.6457","1831.2113","2108.0206","2318.0649","2396.89574","1938.589689"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","215.2329","340.4142","339.8609","391.2547","319.6005","267.581807","224.666012"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","3.8525","2.4492","2.5451","2.6576","6.2347","3.2372","2.9609"
"Ore and Mineral Industries","Iron Ore Pelletizing","","769.522","828.672","895.177","785.2578","691.5215","785.995","675.8785"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","769.522","828.672","895.177","785.2578","691.5215","785.995","675.8785"
"Ore and Mineral Industries","Mineral Products Industry","","365.50239999999997","324.9066","292.7781","227.8717","286.0975","227.2714","225.32791"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","23.4241","32.6925","25.2517","24.9753","22.022","21.096","30.275"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","7.4748","6.285","5.5045","4.0317","5.5778","3.7531","3.0865"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","334.6035","285.9291","262.0219","198.8647","258.4977","202.4223","191.96641"
"Ore and Mineral Industries","Mining and Rock Quarrying","","9138.486799","8518.459230999999","10052.661748","12872.841634999999","12537.122753999998","13165.423513999998","15299.797844000002"
