"Source","Sector","SubSector","2015","2016","2017","2018","2019","2020","2021"
"Ore and Mineral Industries","","","1213.08","1237.9100000000003","1279.2399999999998","1489.92","1526.5200000000002","1375.36","1488.5900000000001"
"Ore and Mineral Industries","Aluminium Industry","","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Cement and Concrete Industry","","477.59","356.26000000000005","377.61","480.12","485.5","510.62","538.25"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","477.59","341.91","377.61","480.12","485.5","510.62","538.25"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","0","14.35","0","0","0","0","0"
"Ore and Mineral Industries","Foundries","","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Foundries","Die Casting","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Iron and Steel Industry","","59.18","55.63","54.83","57.57","56.76","55.98","55.61"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","58.51","54.86","54.07","57.57","56.76","55.98","55.61"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","0.67","0.77","0.76","0","0","0","0"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Iron Ore Pelletizing","","0","0","0","0","0","1.06","1.1"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","0","0","0","0","0","1.06","1.1"
"Ore and Mineral Industries","Mineral Products Industry","","330.13","397.02","291.12","254.91","177.72","207.06","240.35"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","330.13","397.02","291.12","254.91","177.72","207.06","240.35"
"Ore and Mineral Industries","Mining and Rock Quarrying","","51.55","97.05","82.6","117.38","77.44","91.6","108.72"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","47.01","41.97","43.4","89.78","55.44","48.68","73.02"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Silica Production","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","4.54","55.08","39.2","27.6","22","42.92","35.7"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","294.63","331.95000000000005","473.08000000000004","579.9399999999999","729.1","509.04","544.56"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","245.7","276.22","416.98","533.04","668.36","454.56","491.15"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","48.93","55.73","56.1","46.9","60.74","54.48","53.41"
"Oil and Gas Industry","","","1427.64","1603.41","1771.47","1836.8500000000001","2175.04","1735.01","2216.07"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","67.8","54.89","58.17","92.1","46.03","38.8","47.64"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","67.8","54.89","58.17","92.1","46.03","38.8","47.64"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","0","0","0","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Product Pipelines","0","0","0","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","0","0","0","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","0","0","0","0","0","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","1359.84","1548.52","1713.3","1744.75","2129.01","1696.21","2168.4300000000003"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Accidents and Equipment Failures","0","0","0","0","0","0","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","0.37","0.34","0.34","0.31","0.26","0.21","0.2"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","45.26","42.28","42.59","43.49","42.5","36.33","39.57"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Light/Medium Crude Oil Production","16.53","16.34","16.24","17.13","16.74","15.09","14.49"
