"Source","Sector","SubSector","1997","1998","1999","2000","2001","2002","2003"
"Ore and Mineral Industries","","","2791.4800000000005","2926.88","2475.25","2196.32","2321.0499999999997","2179.2099999999996","1470.4699999999998"
"Ore and Mineral Industries","Aluminium Industry","","31.430000000000003","32.11","32.330000000000005","34.48","39.3","42.71","33.71"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","24.42","24.42","24.42","24.42","24.42","24.42","25.9"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","5.5","5.96","6.1","8.08","12.9","16.31","5.95"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","1.51","1.73","1.81","1.98","1.98","1.98","1.86"
"Ore and Mineral Industries","Asphalt Paving Industry","","3.2","3.21","3.22","3.8","19.45","56","3.98"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","3.2","3.21","3.22","3.8","19.45","56","3.98"
"Ore and Mineral Industries","Cement and Concrete Industry","","612.38","622.55","625.58","625.3499999999999","599.8","307.43","583.39"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","566.76","566.76","566.76","570.51","539.27","262.29","548.12"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","0.65","0.65","0.65","0.92","8.63","16.51","0.52"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","4.24","4.84","5.1","5.25","4.1","3.23","8.76"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","40.73","50.3","53.07","48.67","47.8","25.4","25.99"
"Ore and Mineral Industries","Foundries","","17.78","18.62","18.89","18.86","69.91","121.64999999999999","13.610000000000001"
"Ore and Mineral Industries","Foundries","Die Casting","0.83","0.98","1.01","1.03","0.73","0.55","0.54"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","13.76","13.88","13.98","13.88","54.15","94.66","9.6"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","3.19","3.76","3.9","3.95","15.03","26.44","3.47"
"Ore and Mineral Industries","Iron and Steel Industry","","343.53","321.96999999999997","330.53000000000003","251.29000000000002","166.79","146.49","146.69"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","221.44","202.49","207.82","129.73","120.45","117.93","107.3"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","121.85","119.2","122.42","121.26","46.17","28.53","39.05"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","0.24","0.28","0.29","0.3","0.17","0.03","0.34"
"Ore and Mineral Industries","Iron Ore Pelletizing","","150.09","150.09","150.09","150.09","150.49","17.91","18.31"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","150.09","150.09","150.09","150.09","150.49","17.91","18.31"
"Ore and Mineral Industries","Mineral Products Industry","","258.24","151.69","124.92000000000002","104.28","133.15","131.12","85.41"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","0.6","0.71","0.74","0.75","0.38","0","0.75"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","41.02","41.12","41.14","41.1","41.68","42.26","1.05"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","216.62","109.86","83.04","62.43","91.09","88.86","83.61"
"Ore and Mineral Industries","Mining and Rock Quarrying","","531.33","524.11","531.9","545.3299999999999","761.1800000000001","988.4100000000001","130.3"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","13.29","13.29","13.29","13.29","13.26","13.23","13.2"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","6.01","6.01","6.01","6.01","6.09","6.17","6.56"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","0.16","0.16","0.16","0.16","219.75","439.34","1.04"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","207.9","182.59","183.46","202.9","123.01","54.27","66.87"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","1.92","1.92","1.92","1.92","2.02","2.12","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","115.71","115.72","115.72","115.73","115.49","116.2","3.27"
"Ore and Mineral Industries","Mining and Rock Quarrying","Silica Production","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","186.34","204.42","211.34","205.32","281.56","357.08","39.36"
